,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,0.5,0.8,,,,,,
activation,,,,,,,,,,,,,tanh,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,1.4285714285714286e-06,,,,1.3,0.001
bootstrap_features,,0.0,,,,,,,,,,,,,,,,
criterion,,,,entropy,entropy,gini,,friedman_mse,,,,,,,,entropy,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,1.0,0.9665831244778613,0.16666666666666666,0.9333333333333333,0.8294970161977834,0.9665831244778613,0.8976982097186702,0.9665831244778613,1.0,0.9326599326599326,0.7979797979797979,0.7979797979797979,0.9665831244778613,0.7979797979797979,0.9665831244778613,0.9665831244778613,0.7306397306397306,0.9665831244778613
f1_train,0.941437908496732,0.9916653643798509,0.2012966965112689,1.0,1.0,1.0,0.8915141083815783,1.0,1.0,0.9666458203043571,0.8565173814422112,0.8386154907894039,1.0,0.85,0.9071583056390778,1.0,0.8386154907894039,0.9412166063087177
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.8,,,,,,,0.5,,,,,constant,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,modified_huber
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,ovr,,,,,,,
n_estimators,20,5.0,,,,15,,,,,,,,,,15,,
n_neighbors,,,,,,,,,,3,,,,,,,,
oob_score,,,,,,,,,,,,,,,,1,,
p,,,,,,,,,,2,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,none
solver,,,,,,,,,,,,newton-cg,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,1.0,0.9666666666666667,0.3333333333333333,0.9333333333333333,0.8333333333333334,0.9666666666666667,0.9,0.9666666666666667,1.0,0.9333333333333333,0.8,0.8,0.9666666666666667,0.8,0.9666666666666667,0.9666666666666667,0.7333333333333333,0.9666666666666667
tol,,,,,,,,1e-05,1e-08,,0.0001,0.0001,,,1.1111111111111112e-05,,0.0001,2e-05
tr_time,0.23754699999999995,0.027938999999999936,0.017171999999999965,0.009253000000000178,0.00898600000000016,0.04765799999999998,0.013424999999999798,0.2398419999999999,0.6742660000000003,0.0482560000000003,0.08675999999999995,0.35163600000000006,0.31163700000000016,0.006387999999999838,0.05985800000000019,0.09025900000000009,0.043722999999999956,0.5374780000000001
train,0.9416666666666667,0.9916666666666667,0.35,1.0,1.0,1.0,0.8916666666666667,1.0,1.0,0.9666666666666667,0.8583333333333333,0.8416666666666667,1.0,0.85,0.9083333333333333,1.0,0.8416666666666667,0.9416666666666667
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,1,1,,
weights,,,,,,,,,,uniform,,,,,,,,
