,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,0.5,0.9,,,,,,
activation,,,,,,,,,,,,,logistic,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.3,,,,,,,,,,1e-05,,,,0.5,0.0009
bootstrap_features,,0.0,,,,,,,,,,,,,,,,
criterion,,,,gini,gini,gini,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,1.0,0.9665831244778613,0.6375964064751248,0.7222222222222221,0.7660818713450293,1.0,0.868170426065163,0.9326599326599326,1.0,0.8976982097186702,0.933249791144528,0.8995215311004786,0.9665831244778613,0.8995215311004786,0.933249791144528,1.0,0.8995215311004786,0.864903805407238
f1_train,0.9833229101521785,1.0,0.7774124609567648,1.0,1.0,1.0,0.8999374609130707,1.0,1.0,1.0,0.9499687304565353,0.9166666666666666,1.0,0.8997493734335841,0.9832225387780942,1.0,0.9499687304565353,0.9326599326599326
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.4,,,,,,,0.8,,,,,constant,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,perceptron
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,ovr,,,,,,,
n_estimators,40,15.0,,,,25,,,,,,,,,,40,,
n_neighbors,,,,,,,,,,7,,,,,,,,
oob_score,,,,,,,,,,,,,,,,1,,
p,,,,,,,,,,1,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,elasticnet
solver,,,,,,,,,,,,newton-cg,lbfgs,,,,,
splitter,,,,best,random,,,,,,,,,,,,,
test,1.0,0.9666666666666667,0.6333333333333333,0.7333333333333333,0.7666666666666667,1.0,0.8666666666666667,0.9333333333333333,1.0,0.9,0.9333333333333333,0.9,0.9666666666666667,0.9,0.9333333333333333,1.0,0.9,0.8666666666666667
tol,,,,,,,,1.25e-06,1e-08,,0.0001,0.0001,,,0.0001,,0.0001,1.25e-05
tr_time,0.2423200000000001,0.037336999999999954,0.015309999999999935,0.012812999999999963,0.010313999999999712,0.052376999999999896,0.01462999999999992,0.2449659999999998,0.9092380000000002,0.04708900000000016,0.35520299999999994,0.3400169999999998,0.478113,0.007442999999999866,0.0590379999999997,0.09805200000000003,0.046329000000000065,0.48835399999999973
train,0.9833333333333333,1.0,0.775,1.0,1.0,1.0,0.9,1.0,1.0,1.0,0.95,0.9166666666666666,1.0,0.9,0.9833333333333333,1.0,0.95,0.9333333333333333
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,1,0,,
weights,,,,,,,,,,distance,,,,,,,,
