,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.3,1.4,,,,,,
activation,,,,,,,,,,,,,tanh,,,,,
algorithm,SAMME.R,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,5e-06,,,,0.5,0.0009
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,entropy,gini,gini,,friedman_mse,,,,,,,,entropy,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.9203962286669055,0.902074232390934,0.48896434634974534,0.8350202429149799,0.7758167242308058,0.9467638691322903,0.8935277382645804,0.9294494170608614,0.9294494170608614,0.8824767801857585,0.9554882874504246,0.9186377708978327,0.9647247085304307,0.8350173793549431,0.9554882874504246,0.9380859556298152,0.9554882874504246,0.9476097712345062
f1_train,0.9867806409618256,1.0,0.5259885587438721,1.0,1.0,1.0,0.8783077387728552,1.0,1.0,0.9404745027846909,0.9757167226837937,0.94194227920643,1.0,0.9062920202160707,0.9577475335567329,1.0,0.9645015879993609,0.9607890894628811
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.8,,,,,,,0.1,,,,,constant,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,perceptron
metric,,,,,,,,,,,,,,cosine,,,,
multi_class,,,,,,,,,,,ovr,,,,,,,
n_estimators,30,30.0,,,,45,,,,,,,,,,35,,
n_neighbors,,,,,,,,,,4,,,,,,,,
oob_score,,,,,,,,,,,,,,,,0,,
p,,,,,,,,,,3,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,none
solver,,,,,,,,,,,,liblinear,lbfgs,,,,,
splitter,,,,best,random,,,,,,,,,,,,,
test,0.9210526315789473,0.9035087719298246,0.631578947368421,0.8421052631578947,0.7807017543859649,0.9473684210526315,0.8947368421052632,0.9298245614035088,0.9298245614035088,0.8859649122807017,0.956140350877193,0.9210526315789473,0.9649122807017544,0.8333333333333334,0.956140350877193,0.9385964912280702,0.956140350877193,0.9473684210526315
tol,,,,,,,,2.5e-06,1e-08,,0.0001,0.0001,,,5e-05,,0.0001,1.1111111111111112e-05
tr_time,0.2667379999999999,0.09587199999999996,0.015859999999999985,0.016796999999999507,0.010034000000000098,0.06782500000000002,0.01593499999999981,0.19478600000000057,1.0643760000000002,0.050178999999999974,0.49150900000000064,0.3310200000000001,2.8370300000000004,0.008017999999999859,0.05634700000000015,0.1195409999999999,0.04235599999999984,0.46746200000000027
train,0.9868131868131869,1.0,0.6461538461538462,1.0,1.0,1.0,0.8813186813186813,1.0,1.0,0.9406593406593406,0.9758241758241758,0.9428571428571428,1.0,0.9054945054945055,0.9582417582417583,1.0,0.9648351648351648,0.9604395604395605
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,0,,,,,,,,,1,0,,
weights,,,,,,,,,,uniform,,,,,,,,
