,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,0.5,1.0,,,,,,
activation,,,,,,,,,,,,,logistic,,,,,
algorithm,SAMME.R,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.8,,,,,,,,,,1.4285714285714286e-06,,,,0.9,0.0008
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,gini,gini,entropy,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,True,,,
f1_test,0.9442690058479533,1.0,0.2177777777777778,0.9722633744855967,0.8888888888888888,1.0,0.972097284690988,1.0,0.9435246235246235,1.0,1.0,1.0,0.9441923774954629,0.9723691945914168,0.9144647944647945,1.0,1.0,1.0
f1_train,0.9859154929577465,1.0,0.27421488638792463,1.0,1.0,1.0,0.9859703090336893,1.0,1.0,0.9859364520456071,0.9929723149840312,0.9858725318417683,1.0,0.9645289891518819,0.9503252278758509,1.0,0.9859703090336893,0.9929723149840312
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.7,,,,,,,0.3,,,,,invscaling,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,modified_huber
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,ovr,,,,,,,
n_estimators,70,15.0,,,,15,,,,,,,,,,20,,
n_neighbors,,,,,,,,,,3,,,,,,,,
oob_score,,,,,,,,,,,,,,,,1,,
p,,,,,,,,,,1,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,elasticnet
solver,,,,,,,,,,,,newton-cg,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.9444444444444444,1.0,0.3888888888888889,0.9722222222222222,0.8888888888888888,1.0,0.9722222222222222,1.0,0.9444444444444444,1.0,1.0,1.0,0.9444444444444444,0.9722222222222222,0.9166666666666666,1.0,1.0,1.0
tol,,,,,,,,2e-06,1e-08,,0.0001,0.0001,,,3.3333333333333335e-05,,0.0001,2e-05
tr_time,0.291849,0.03730300000000053,0.01902000000000026,0.01467599999999969,0.013770000000000948,0.0494880000000002,0.014934999999999476,0.25137300000000096,2822.7128869999997,0.0447229999999994,0.36737999999999893,0.3533569999999999,0.5153480000000004,0.006844000000000072,0.05644899999999975,0.09084299999999956,0.11483100000000057,0.5912559999999996
train,0.9859154929577465,1.0,0.4225352112676056,1.0,1.0,1.0,0.9859154929577465,1.0,1.0,0.9859154929577465,0.9929577464788732,0.9859154929577465,1.0,0.9647887323943662,0.9507042253521126,1.0,0.9859154929577465,0.9929577464788732
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,0,1,,
weights,,,,,,,,,,uniform,,,,,,,,
