,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.3,1.4,,,,,,
activation,,,,,,,,,,,,,tanh,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,1.1111111111111112e-06,,,,1.4,0.001
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,entropy,gini,entropy,,friedman_mse,,,,,,,,entropy,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.8189722773220154,0.988884350036311,0.7979260678348383,0.8295595009705518,0.7652966808116203,0.9749556038770778,0.9005284594467672,0.9474211859714808,0.9723341728878258,0.9804640435697819,0.9580981576745646,0.9529225635602253,0.9666451549632437,0.911539268309681,0.9558481769408828,0.9777348839011933,0.909856462028071,0.9497927232066432
f1_train,0.8458483419639604,1.0,0.8307087040517501,1.0,1.0,1.0,0.9136345322942242,1.0,1.0,1.0,0.9833662291941436,0.9679995723416379,1.0,0.8899180246267707,0.9779676142574171,1.0,0.9290469011343729,0.9763880081579003
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.6,,,,,,,0.2,,,,,constant,,,,,
loss,,,,,,,,deviance,,,,,,,squared_hinge,,,modified_huber
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,crammer_singer,,,,,,,
n_estimators,90,30.0,,,,40,,,,,,,,,,45,,
n_neighbors,,,,,,,,,,4,,,,,,,,
oob_score,,,,,,,,,,,,,,,,0,,
p,,,,,,,,,,2,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,l2
solver,,,,,,,,,,,,liblinear,lbfgs,,,,,
splitter,,,,random,best,,,,,,,,,,,,,
test,0.8194444444444444,0.9888888888888889,0.8,0.8305555555555556,0.7638888888888888,0.975,0.9,0.9472222222222222,0.9722222222222222,0.9805555555555555,0.9583333333333334,0.9527777777777777,0.9666666666666667,0.9111111111111111,0.9555555555555556,0.9777777777777777,0.9111111111111111,0.95
tol,,,,,,,,2e-06,1e-08,,0.0001,0.0001,,,1.4285714285714285e-05,,0.0001,1.25e-05
tr_time,0.9331589999999998,0.4028830000000001,0.29588900000000073,0.2814569999999996,0.016335999999999018,0.10989499999999985,0.34902100000000047,2.2022709999999996,14.696146000000002,0.08329499999999967,0.5563060000000011,1.5343080000000002,2.7465589999999995,0.009427000000000518,0.44758299999999984,0.42244999999999955,0.14382699999999993,1.0484129999999983
train,0.8455114822546973,1.0,0.8315935977731385,1.0,1.0,1.0,0.9130132219902575,1.0,1.0,1.0,0.9832985386221295,0.9679888656924147,1.0,0.8893528183716075,0.977731384829506,1.0,0.929714683368128,0.97633959638135
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,0,0,,
weights,,,,,,,,,,distance,,,,,,,,
