,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,0.5,1.2,,,,,,
activation,,,,,,,,,,,,,logistic,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,2e-06,,,,0.5,0.0011
bootstrap_features,,0.0,,,,,,,,,,,,,,,,
criterion,,,,gini,entropy,entropy,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,True,,,
f1_test,0.956244993396696,0.9476097712345062,0.5087432597836514,0.9649122807017544,0.8867178952517023,0.9647247085304307,0.8739612188365653,0.9390019435970703,0.9384383268099622,0.9290184921763869,0.9372286827846255,0.9092017513070144,0.9467638691322903,0.8900134952766531,0.9463967611336033,0.9290184921763869,0.9186377708978327,0.9279778393351801
f1_train,0.973526847404093,0.9978034891011818,0.49739907232789643,1.0,1.0,1.0,0.9358015917506158,1.0,1.0,0.9491561926482015,0.9602902711061393,0.9420399515738499,0.9955990754807322,0.9420399515738499,0.9582662929224526,0.9956043956043956,0.9420399515738499,0.951114574550297
l2_regularization,,,,,,,,,0.1,,,,,,,,,
learning_rate,0.8,,,,,,,0.8,,,,,invscaling,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,modified_huber
metric,,,,,,,,,,,,,,cosine,,,,
multi_class,,,,,,,,,,,ovr,,,,,,,
n_estimators,10,30.0,,,,25,,,,,,,,,,5,,
n_neighbors,,,,,,,,,,6,,,,,,,,
oob_score,,,,,,,,,,,,,,,,1,,
p,,,,,,,,,,1,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,l2
solver,,,,,,,,,,,,liblinear,lbfgs,,,,,
splitter,,,,random,best,,,,,,,,,,,,,
test,0.956140350877193,0.9473684210526315,0.6403508771929824,0.9649122807017544,0.8859649122807017,0.9649122807017544,0.8771929824561403,0.9385964912280702,0.9385964912280702,0.9298245614035088,0.9385964912280702,0.9122807017543859,0.9473684210526315,0.8947368421052632,0.9473684210526315,0.9298245614035088,0.9210526315789473,0.9298245614035088
tol,,,,,,,,2e-06,1e-08,,0.0001,0.0001,,,0.0001,,0.0001,1.6666666666666667e-05
tr_time,0.26482500000000186,0.06140599999999097,0.01766600000000551,0.010498999999995817,0.00993200000000627,0.05968999999998914,0.01627900000001148,0.14085099999999784,0.6372369999999989,0.05111300000000085,0.43330199999999763,0.3548239999999936,3.0197730000000007,0.007587000000000899,0.0624170000000106,0.07434499999999389,0.06384099999999648,0.5573030000000045
train,0.9736263736263736,0.9978021978021978,0.6329670329670329,1.0,1.0,1.0,0.9362637362637363,1.0,1.0,0.9494505494505494,0.9604395604395605,0.9428571428571428,0.9956043956043956,0.9428571428571428,0.9582417582417583,0.9956043956043956,0.9428571428571428,0.9516483516483516
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,0,,,,,,,,,0,1,,
weights,,,,,,,,,,uniform,,,,,,,,
