,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.0,1.2,,,,,,
activation,,,,,,,,,,,,,logistic,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,2e-06,,,,1.4,0.001
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,gini,gini,entropy,,friedman_mse,,,,,,,,entropy,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.7878844037318881,0.9525114088938889,0.02876068376068376,0.8437371019726237,0.7378889685296299,0.9860197685366875,0.9340989111850229,0.9334725173451699,0.9722388514050753,0.9833069886543816,0.963400113315162,0.9469215683331329,0.958422853150044,0.9386783202150977,0.9271438549350576,0.9747091158320431,0.9265089534799055,0.942372738387425
f1_train,0.7909914706557665,1.0,0.06868591794459926,1.0,1.0,1.0,0.9487545711947941,1.0,1.0,1.0,0.9791408967203871,0.9688009678041073,1.0,0.9441448179461893,0.9592637552666072,1.0,0.9454027006382721,0.9668752789998972
l2_regularization,,,,,,,,,0.1,,,,,,,,,
learning_rate,0.9,,,,,,,0.2,,,,,constant,,,,,
loss,,,,,,,,deviance,,,,,,,squared_hinge,,,modified_huber
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,crammer_singer,,,,,,,
n_estimators,90,45.0,,,,45,,,,,,,,,,45,,
n_neighbors,,,,,,,,,,3,,,,,,,,
oob_score,,,,,,,,,,,,,,,,1,,
p,,,,,,,,,,1,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,elasticnet
solver,,,,,,,,,,,,newton-cg,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.7833333333333333,0.9527777777777777,0.10833333333333334,0.8444444444444444,0.7388888888888889,0.9861111111111112,0.9333333333333333,0.9333333333333333,0.9722222222222222,0.9833333333333333,0.9638888888888889,0.9472222222222222,0.9583333333333334,0.9388888888888889,0.9305555555555556,0.975,0.9277777777777778,0.9416666666666667
tol,,,,,,,,5e-06,1e-08,,0.0001,0.0001,,,1.25e-05,,0.0001,5e-05
tr_time,1.31093,1.37404,0.14332600000000006,0.3503760000000007,0.021594000000000335,0.15714200000000034,0.178427000000001,3.958243999999997,13.632991999999998,0.10267900000000019,1.2429009999999998,3.2616829999999997,4.466305,0.011676999999998827,0.41324200000000033,0.7896580000000002,0.18199900000000113,1.9240710000000014
train,0.7849686847599165,1.0,0.1266527487821851,1.0,1.0,1.0,0.9485038274182325,1.0,1.0,1.0,0.9791231732776617,0.9686847599164927,1.0,0.9436325678496869,0.9610299234516354,1.0,0.9457202505219207,0.9665970772442589
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,0,,,,,,,,,0,1,,
weights,,,,,,,,,,distance,,,,,,,,
