,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,0.5,1.4,,,,,,
activation,,,,,,,,,,,,,tanh,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.6,,,,,,,,,,3.3333333333333333e-06,,,,0.8,0.0011
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,entropy,entropy,gini,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,True,,,
f1_test,0.8303062516097304,0.9295164670949488,0.8501869123200783,0.7861819964552713,0.7107523041055998,0.940436753810146,0.8780686289589362,0.9415191519682315,0.9468682331940224,0.9691544104447444,0.9806454308928908,0.9640267216005924,0.9778507674341008,0.903039802861737,0.9724087132113335,0.921368462705266,0.94172764436066,0.9722365497065388
f1_train,0.8475508944437664,1.0,0.8719456342690497,1.0,1.0,1.0,0.9343367308697624,1.0,1.0,1.0,0.9972139735004079,0.990261887537785,1.0,0.9257750857087723,0.9944428995786393,1.0,0.975666844377629,0.9895315071736188
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.9,,,,,,,0.2,,,,,constant,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,hinge
metric,,,,,,,,,,,,,,cosine,,,,
multi_class,,,,,,,,,,,crammer_singer,,,,,,,
n_estimators,90,45.0,,,,40,,,,,,,,,,40,,
n_neighbors,,,,,,,,,,4,,,,,,,,
oob_score,,,,,,,,,,,,,,,,0,,
p,,,,,,,,,,2,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,l2
solver,,,,,,,,,,,,newton-cg,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.8305555555555556,0.9305555555555556,0.85,0.7888888888888889,0.7111111111111111,0.9416666666666667,0.8777777777777778,0.9416666666666667,0.9472222222222222,0.9694444444444444,0.9805555555555555,0.9638888888888889,0.9777777777777777,0.9027777777777778,0.9722222222222222,0.9222222222222223,0.9416666666666667,0.9722222222222222
tol,,,,,,,,5e-06,1e-08,,0.0001,0.0001,,,3.3333333333333335e-05,,0.0001,2e-05
tr_time,1.3284530000000032,1.6497170000000025,0.08560599999999852,0.4574169999999924,0.029536000000007334,0.11852300000000326,0.24517900000000736,5.767002000000005,28.010173999999992,0.1532179999999954,0.48618600000000356,2.623319000000002,2.158282,0.010638000000000147,0.7304139999999961,0.2436479999999932,0.1382509999999968,1.6964600000000019
train,0.8469032707028532,1.0,0.8705636743215032,1.0,1.0,1.0,0.9338900487125957,1.0,1.0,1.0,0.9972164231036882,0.9902574808629089,1.0,0.9262352122477383,0.9944328462073765,1.0,0.9756437021572721,0.9895615866388309
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,1,0,,
weights,,,,,,,,,,distance,,,,,,,,
