,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.0,1.1,,,,,,
activation,,,,,,,,,,,,,logistic,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,5e-06,,,,0.8,0.0009
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,gini,gini,gini,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.9326599326599326,0.9333333333333333,0.23154623154623158,0.8653198653198653,0.8648287385129492,0.8997493734335841,0.8997493734335841,0.8997493734335841,0.9326599326599326,0.8997493734335841,0.8997493734335841,0.8329156223893065,0.9326599326599326,0.8666666666666667,0.8997493734335841,0.8997493734335841,0.7612958226768968,1.0
f1_train,0.9833333333333333,1.0,0.2775086233385778,1.0,1.0,1.0,0.9749960931395532,1.0,1.0,0.9666458203043571,0.9583268218992551,0.9158249158249159,1.0,0.9499687304565353,0.9418544818359575,1.0,0.874257137002065,0.9833333333333333
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.3,,,,,,,0.4,,,,,constant,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,squared_hinge
metric,,,,,,,,,,,,,,manhattan,,,,
multi_class,,,,,,,,,,,crammer_singer,,,,,,,
n_estimators,40,10.0,,,,20,,,,,,,,,,5,,
n_neighbors,,,,,,,,,,3,,,,,,,,
oob_score,,,,,,,,,,,,,,,,0,,
p,,,,,,,,,,2,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,elasticnet
solver,,,,,,,,,,,,newton-cg,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.9333333333333333,0.9333333333333333,0.36666666666666664,0.8666666666666667,0.8666666666666667,0.9,0.9,0.9,0.9333333333333333,0.9,0.9,0.8333333333333334,0.9333333333333333,0.8666666666666667,0.9,0.9,0.7666666666666667,1.0
tol,,,,,,,,3.3333333333333333e-06,1e-08,,0.0001,0.0001,,,2e-05,,0.0001,1.4285714285714285e-05
tr_time,0.2503010000000001,0.03131799999999996,0.01715800000000023,0.010575999999999475,0.011077000000000226,0.05226200000000003,0.01626900000000031,0.2568919999999997,1.341927000000001,0.0510420000000007,0.492375,0.539447,2.816325999999999,0.007664999999999367,0.37297999999999965,0.08580200000000016,0.08810699999999994,0.7585249999999997
train,0.9833333333333333,1.0,0.39166666666666666,1.0,1.0,1.0,0.975,1.0,1.0,0.9666666666666667,0.9583333333333334,0.9166666666666666,1.0,0.95,0.9416666666666667,1.0,0.875,0.9833333333333333
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,0,,,,,,,,,0,0,,
weights,,,,,,,,,,uniform,,,,,,,,
