,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,0.5,0.5,,,,,,
activation,,,,,,,,,,,,,logistic,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.2,,,,,,,,,,1.4285714285714286e-06,,,,0.5,0.0008
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,gini,entropy,gini,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,True,,,
f1_test,0.9722633744855967,1.0,0.19444444444444445,0.9435246235246235,0.9722633744855967,0.9444444444444444,1.0,1.0,0.9722633744855967,1.0,1.0,1.0,1.0,0.9435246235246235,0.972097284690988,0.9723691945914168,1.0,1.0
f1_train,1.0,1.0,0.2881112314915132,1.0,1.0,1.0,0.9859703090336893,1.0,1.0,0.9789144451551887,0.9929723149840312,0.9929723149840312,1.0,0.9788053777675719,0.9929505033943729,1.0,0.9929723149840312,0.9929723149840312
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.7,,,,,,,0.1,,,,,adaptive,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,log
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,ovr,,,,,,,
n_estimators,60,30.0,,,,15,,,,,,,,,,15,,
n_neighbors,,,,,,,,,,4,,,,,,,,
oob_score,,,,,,,,,,,,,,,,0,,
p,,,,,,,,,,1,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,elasticnet
solver,,,,,,,,,,,,liblinear,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.9722222222222222,1.0,0.3333333333333333,0.9444444444444444,0.9722222222222222,0.9444444444444444,1.0,1.0,0.9722222222222222,1.0,1.0,1.0,1.0,0.9444444444444444,0.9722222222222222,0.9722222222222222,1.0,1.0
tol,,,,,,,,1e-05,1e-08,,0.0001,0.0001,,,1.1111111111111112e-05,,0.0001,1.6666666666666667e-05
tr_time,0.276332,0.044450999999999574,0.015995000000000203,0.01110499999999881,0.009656999999998916,0.050348999999999755,0.014968999999999788,0.2737890000000007,2914.579856,0.04117700000000024,0.3658659999999996,0.380026,0.6462840000000005,0.008323999999999998,0.07195199999999957,0.08051800000000053,0.0650189999999995,0.4886109999999997
train,1.0,1.0,0.4295774647887324,1.0,1.0,1.0,0.9859154929577465,1.0,1.0,0.9788732394366197,0.9929577464788732,0.9929577464788732,1.0,0.9788732394366197,0.9929577464788732,1.0,0.9929577464788732,0.9929577464788732
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,0,,,,,,,,,1,0,,
weights,,,,,,,,,,uniform,,,,,,,,
