,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.3,1.3,,,,,,
activation,,,,,,,,,,,,,tanh,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,1e-05,,,,0.5,0.0008
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,gini,entropy,gini,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.7417826358770886,0.9441392738834051,0.018181818181818184,0.8640015109261335,0.7105735056755206,0.9691635025781273,0.9232158619543199,0.9277229384680022,0.9584022586555224,0.9807158787992338,0.9419137549160382,0.9419115043742798,0.9415081270891495,0.9258333431239083,0.9205319617280087,0.9527142555047328,0.9221352136845096,0.9422889890792219
f1_train,0.7698928532063227,1.0,0.054166007122484615,1.0,1.0,1.0,0.9598863663746678,1.0,1.0,1.0,0.9783959314635465,0.9679580154612034,1.0,0.943992915625057,0.966605114221945,1.0,0.9443478519050581,0.9650717157382069
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.9,,,,,,,0.1,,,,,invscaling,,,,,
loss,,,,,,,,deviance,,,,,,,squared_hinge,,,hinge
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,ovr,,,,,,,
n_estimators,90,35.0,,,,40,,,,,,,,,,35,,
n_neighbors,,,,,,,,,,3,,,,,,,,
oob_score,,,,,,,,,,,,,,,,0,,
p,,,,,,,,,,2,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,l1
solver,,,,,,,,,,,,newton-cg,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.75,0.9444444444444444,0.1,0.8638888888888889,0.7111111111111111,0.9694444444444444,0.9222222222222223,0.9277777777777778,0.9583333333333334,0.9805555555555555,0.9416666666666667,0.9416666666666667,0.9416666666666667,0.925,0.9194444444444444,0.9527777777777777,0.9222222222222223,0.9416666666666667
tol,,,,,,,,1e-05,1e-08,,0.0001,0.0001,,,1.4285714285714285e-05,,0.0001,1.25e-05
tr_time,0.9937020000000001,0.6334789999999999,0.28107999999999933,0.36396600000000134,0.02872099999999911,0.10470399999999991,0.21840499999999885,3.2889519999999983,14.762889999999999,0.12277899999999953,0.49745099999999987,3.2129260000000004,3.6791800000000006,0.011727999999999739,0.24002199999999974,0.21060800000000013,0.12731599999999954,1.0304609999999998
train,0.7759220598469033,1.0,0.11899791231732777,1.0,1.0,1.0,0.9596381350034795,1.0,1.0,1.0,0.9784272790535838,0.9679888656924147,1.0,0.9436325678496869,0.9665970772442589,1.0,0.9450243562978428,0.965205288796103
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,0,,,,,,,,,0,1,,
weights,,,,,,,,,,distance,,,,,,,,
