,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.3,1.4,,,,,,
activation,,,,,,,,,,,,,tanh,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,5e-06,,,,1.2,0.0008
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,gini,entropy,entropy,,friedman_mse,,,,,,,,entropy,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.8032768365962015,0.969432403552263,0.01920594837261504,0.8804317031758294,0.8440211175439207,0.9888470682032325,0.9309553711652301,0.9584791082234723,0.9748177375874651,0.9888470682032325,0.9558991656621422,0.961167336645985,0.9723955628508278,0.8974423311748377,0.9551998859711291,0.9778037719835023,0.9268776549874438,0.971829665237881
f1_train,0.8283827246058382,1.0,0.038126626017389975,1.0,1.0,1.0,0.9275753523028101,1.0,1.0,1.0,0.9581064548054773,0.9366924038306607,1.0,0.9009237998272633,0.9385231727935595,1.0,0.9219326420519934,0.9534562768337687
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.8,,,,,,,0.1,,,,,adaptive,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,log
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,crammer_singer,,,,,,,
n_estimators,90,35.0,,,,25,,,,,,,,,,45,,
n_neighbors,,,,,,,,,,5,,,,,,,,
oob_score,,,,,,,,,,,,,,,,1,,
p,,,,,,,,,,3,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,none
solver,,,,,,,,,,,,saga,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.8,0.9694444444444444,0.10277777777777777,0.8805555555555555,0.8444444444444444,0.9888888888888889,0.9305555555555556,0.9583333333333334,0.975,0.9888888888888889,0.9555555555555556,0.9611111111111111,0.9722222222222222,0.8972222222222223,0.9555555555555556,0.9777777777777777,0.9277777777777778,0.9722222222222222
tol,,,,,,,,2.5e-06,1e-08,,0.0001,3.3333333333333335e-05,,,1.25e-05,,0.0001,1.25e-05
tr_time,0.7924900000000434,0.3384770000000117,0.02262899999993806,0.02480399999990368,0.022684000000026572,0.08356999999989512,0.018681000000015047,2.1184200000000146,12.829295000000002,0.0777259999999842,0.5465050000000247,1.509382999999957,4.008699000000092,0.011099000000058368,0.09840200000007826,0.4349379999999883,0.11454100000003109,1.0153699999999617
train,0.8232428670842032,1.0,0.11134307585247043,1.0,1.0,1.0,0.9276270006958942,1.0,1.0,1.0,0.9582463465553236,0.9366736256089074,1.0,0.9004871259568545,0.9380654140570633,1.0,0.9227557411273486,0.953375086986778
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,0,,,,,,,,,0,0,,
weights,,,,,,,,,,distance,,,,,,,,
