,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.3,1.3,,,,,,
activation,,,,,,,,,,,,,logistic,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,1.4285714285714286e-06,,,,0.5,0.0009
bootstrap_features,,0.0,,,,,,,,,,,,,,,,
criterion,,,,entropy,entropy,gini,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.9333333333333333,0.9333333333333333,0.16666666666666666,0.9665831244778613,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9665831244778613,0.9333333333333333,1.0,0.9326599326599326,0.8976982097186702,0.9665831244778613,0.8997493734335841,0.9326599326599326,0.9665831244778613,0.861111111111111,0.9665831244778613
f1_train,0.95,0.9916653643798511,0.2012966965112689,1.0,1.0,1.0,0.882673371045464,1.0,1.0,1.0,0.8814814814814814,0.8236498189261532,1.0,0.8249726519768714,0.8903620792266818,1.0,0.8058764572453447,0.9412166063087177
l2_regularization,,,,,,,,,0.1,,,,,,,,,
learning_rate,0.1,,,,,,,0.9,,,,,adaptive,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,squared_hinge
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,ovr,,,,,,,
n_estimators,20,5.0,,,,10,,,,,,,,,,10,,
n_neighbors,,,,,,,,,,4,,,,,,,,
oob_score,,,,,,,,,,,,,,,,0,,
p,,,,,,,,,,1,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,l1
solver,,,,,,,,,,,,newton-cg,lbfgs,,,,,
splitter,,,,best,random,,,,,,,,,,,,,
test,0.9333333333333333,0.9333333333333333,0.3333333333333333,0.9666666666666667,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9666666666666667,0.9333333333333333,1.0,0.9333333333333333,0.9,0.9666666666666667,0.9,0.9333333333333333,0.9666666666666667,0.8666666666666667,0.9666666666666667
tol,,,,,,,,3.3333333333333333e-06,1e-08,,0.0001,0.0001,,,2e-05,,0.0001,2.5e-05
tr_time,0.268378,0.029276999999999775,0.018435999999999897,0.014836999999999989,0.014826000000000228,0.051277999999999935,0.0212699999999999,0.244386,0.5479000000000003,0.05827599999999977,0.09081099999999998,0.38427999999999995,0.38180000000000014,0.006286000000000236,0.05613800000000024,0.08250199999999985,0.04026099999999966,0.548422
train,0.95,0.9916666666666667,0.35,1.0,1.0,1.0,0.8833333333333333,1.0,1.0,1.0,0.8833333333333333,0.825,1.0,0.825,0.8916666666666667,1.0,0.8083333333333333,0.9416666666666667
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,0,,,,,,,,,1,1,,
weights,,,,,,,,,,distance,,,,,,,,
