,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.4,1.4,,,,,,
activation,,,,,,,,,,,,,relu,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,1.6666666666666667e-06,,,,1.0,0.0008
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,gini,gini,gini,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.7858266746670666,0.9446743017374811,0.01920594837261504,0.8675550048507006,0.8226299670329353,0.9475709091068337,0.8731901343932729,0.9337316690703122,0.9446747306543672,0.9583291681135778,0.8992292259171535,0.855088162392084,0.9471833644953158,0.8165954113982012,0.7700962710267295,0.9475748859892981,0.8053729586681658,0.8922956651243036
f1_train,0.7892292229950102,1.0,0.0271051895707841,1.0,1.0,1.0,0.8788235827384395,1.0,1.0,1.0,0.9010759611427793,0.873326848206137,0.9895307304687708,0.8358853162606813,0.7688405345130142,1.0,0.8242262714885776,0.8976627790718585
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.9,,,,,,,0.3,,,,,constant,,,,,
loss,,,,,,,,deviance,,,,,,,squared_hinge,,,hinge
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,crammer_singer,,,,,,,
n_estimators,90,45.0,,,,40,,,,,,,,,,30,,
n_neighbors,,,,,,,,,,5,,,,,,,,
oob_score,,,,,,,,,,,,,,,,1,,
p,,,,,,,,,,3,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,none
solver,,,,,,,,,,,,newton-cg,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.7833333333333333,0.9444444444444444,0.10277777777777777,0.8666666666666667,0.8222222222222222,0.9472222222222222,0.8722222222222222,0.9333333333333333,0.9444444444444444,0.9583333333333334,0.9,0.8555555555555555,0.9472222222222222,0.8138888888888889,0.8027777777777778,0.9472222222222222,0.8166666666666667,0.8916666666666667
tol,,,,,,,,2.5e-06,1e-08,,0.0001,0.0001,,,0.0001,,0.0001,5e-05
tr_time,0.4064619999999999,0.24239100000000002,0.021239000000000452,0.018513000000000446,0.014546000000001058,0.08561699999999961,0.018913999999999653,1.323366,12.555743,0.06399799999999978,0.5975559999999991,2.0577750000000004,4.512567000000001,0.01036999999999999,0.2805730000000004,0.17599600000000004,0.08838399999999957,0.8549110000000004
train,0.7863604732080723,1.0,0.1057759220598469,1.0,1.0,1.0,0.8789144050104384,1.0,1.0,1.0,0.9018789144050104,0.8747390396659708,0.9895615866388309,0.8357689631176062,0.802366040361865,1.0,0.8315935977731385,0.8977035490605428
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,0,1,,
weights,,,,,,,,,,distance,,,,,,,,
