,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.4,1.4,,,,,,
activation,,,,,,,,,,,,,tanh,,,,,
algorithm,SAMME.R,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,2.5e-06,,,,0.6,0.0008
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,entropy,entropy,entropy,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,True,,,
f1_test,0.7700823591349113,0.9460716407700555,0.022761577493737556,0.8491365088166258,0.8088045304544393,0.9537921127787126,0.841261966169386,0.9413505868190083,0.9627726759862115,0.9709158989420552,0.9002987242646919,0.8860109101093097,0.9471589862635056,0.8253855270998234,0.7534764711725166,0.9469310799172567,0.831109446118249,0.8870058539981192
f1_train,0.7764752087178061,1.0,0.02363193821766174,1.0,1.0,1.0,0.8398039347493721,0.9844594604095193,1.0,1.0,0.9013998495719245,0.8853120099993936,0.9484407418751142,0.8238042616077785,0.7562883172338695,1.0,0.8298796936282932,0.889300455243768
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.4,,,,,,,0.4,,,,,constant,,,,,
loss,,,,,,,,deviance,,,,,,,squared_hinge,,,modified_huber
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,crammer_singer,,,,,,,
n_estimators,90,45.0,,,,45,,,,,,,,,,45,,
n_neighbors,,,,,,,,,,4,,,,,,,,
oob_score,,,,,,,,,,,,,,,,1,,
p,,,,,,,,,,2,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,none
solver,,,,,,,,,,,,newton-cg,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.7683571428571428,0.9461428571428572,0.1125,0.8491428571428571,0.8087857142857143,0.9538571428571428,0.841,0.9413571428571429,0.9627857142857142,0.9709285714285715,0.9006428571428572,0.8866428571428572,0.9472142857142857,0.8252857142857143,0.7453571428571428,0.947,0.8330714285714286,0.8868571428571429
tol,,,,,,,,2.5e-06,1e-08,,1.6666666666666667e-05,0.0001,,,2.5e-05,,0.0001,1.1111111111111112e-05
tr_time,23.737088000000007,77.57646199999999,0.36776700000001483,7.155105000000049,1.3627819999999247,3.0220250000000135,0.3262699999999654,163.99901299999988,41.10265299999992,1.7056880000000092,10.25394099999994,52.133399,312.4944310000001,0.2375409999999647,7.8051829999999995,11.777929,0.6757370000000265,69.424736
train,0.7750535714285715,1.0,0.11296428571428571,1.0,1.0,1.0,0.8394642857142857,0.9844642857142857,1.0,1.0,0.9016964285714286,0.8859642857142858,0.9484642857142858,0.8236964285714286,0.7472321428571429,1.0,0.8319642857142857,0.8889464285714286
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,0,,,,,,,,,1,1,,
weights,,,,,,,,,,distance,,,,,,,,
