,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.0,0.6,,,,,,
activation,,,,,,,,,,,,,tanh,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,1e-05,,,,0.5,0.0008
bootstrap_features,,0.0,,,,,,,,,,,,,,,,
criterion,,,,entropy,entropy,entropy,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.9665831244778613,0.9333333333333333,0.16666666666666666,0.9665831244778613,0.8692185007974482,0.9665831244778613,0.8666666666666667,0.9333333333333333,0.9665831244778613,0.9346092503987241,0.7687400318979267,0.7916666666666666,0.9346092503987241,0.7979797979797979,0.7545199898141075,0.9665831244778613,0.7328587168404102,0.9346092503987241
f1_train,1.0,0.9749647942419026,0.2012966965112689,1.0,1.0,1.0,0.8997493734335841,1.0,1.0,1.0,0.8830409356725146,0.8306878306878306,1.0,0.8414436968653836,0.8675454590187263,1.0,0.8316498316498316,0.9499687304565353
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.4,,,,,,,0.1,,,,,invscaling,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,modified_huber
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,ovr,,,,,,,
n_estimators,70,5.0,,,,25,,,,,,,,,,35,,
n_neighbors,,,,,,,,,,3,,,,,,,,
oob_score,,,,,,,,,,,,,,,,0,,
p,,,,,,,,,,1,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,none
solver,,,,,,,,,,,,newton-cg,lbfgs,,,,,
splitter,,,,best,random,,,,,,,,,,,,,
test,0.9666666666666667,0.9333333333333333,0.3333333333333333,0.9666666666666667,0.8666666666666667,0.9666666666666667,0.8666666666666667,0.9333333333333333,0.9666666666666667,0.9333333333333333,0.7666666666666667,0.8,0.9333333333333333,0.8,0.7666666666666667,0.9666666666666667,0.7333333333333333,0.9333333333333333
tol,,,,,,,,1e-05,1e-08,,0.0001,0.0001,,,1.6666666666666667e-05,,0.0001,1.1111111111111112e-05
tr_time,0.2565630000000001,0.027311000000000085,0.02383299999999977,0.012801000000000062,0.012326999999999977,0.054758000000000084,0.0179689999999999,0.27045399999999997,0.7538400000000003,0.042637000000000036,0.08932099999999998,0.37619500000000006,0.3495650000000001,0.007122000000000295,0.06320700000000024,0.08604600000000007,0.046793000000000085,0.559612
train,1.0,0.975,0.35,1.0,1.0,1.0,0.9,1.0,1.0,1.0,0.8833333333333333,0.8333333333333334,1.0,0.8416666666666667,0.875,1.0,0.8333333333333334,0.95
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,0,1,,
weights,,,,,,,,,,distance,,,,,,,,
