,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,0.5,0.6,,,,,,
activation,,,,,,,,,,,,,logistic,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,1e-05,,,,0.7,0.0008
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,gini,entropy,gini,,friedman_mse,,,,,,,,entropy,,
early_stopping,,,,,,,,,,,,,True,,True,,,
f1_test,0.972097284690988,0.972097284690988,0.7154720133667501,0.9444444444444444,0.6439393939393939,0.9723691945914168,0.9722633744855967,0.9157848324514991,0.9157848324514991,0.9435246235246235,0.9435246235246235,0.9723691945914168,1.0,0.9723691945914168,0.9722633744855967,0.9723691945914168,0.9722633744855967,0.972097284690988
f1_train,0.9718951155953144,1.0,0.8660378432209418,1.0,1.0,1.0,0.9859154929577465,1.0,1.0,1.0,1.0,0.9929723149840312,1.0,0.9859703090336893,1.0,1.0,1.0,1.0
l2_regularization,,,,,,,,,0.1,,,,,,,,,
learning_rate,0.3,,,,,,,0.9,,,,,constant,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,squared_hinge
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,crammer_singer,,,,,,,
n_estimators,30,30.0,,,,15,,,,,,,,,,15,,
n_neighbors,,,,,,,,,,6,,,,,,,,
oob_score,,,,,,,,,,,,,,,,0,,
p,,,,,,,,,,1,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,elasticnet
solver,,,,,,,,,,,,liblinear,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.9722222222222222,0.9722222222222222,0.7222222222222222,0.9444444444444444,0.6388888888888888,0.9722222222222222,0.9722222222222222,0.9166666666666666,0.9166666666666666,0.9444444444444444,0.9444444444444444,0.9722222222222222,1.0,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222
tol,,,,,,,,1e-05,1e-08,,0.0001,0.0001,,,0.0001,,0.0001,3.3333333333333335e-05
tr_time,0.24561900000000003,0.05232999999999999,0.018118999999999996,0.014584999999999404,0.010405999999999693,0.049422999999999995,0.016386000000000234,0.23829799999999945,2453.078129,0.051257999999999804,0.3825440000000002,0.35606899999999997,0.5438959999999997,0.0066630000000000855,0.065334,0.07989199999999985,0.06068699999999971,0.5309900000000001
train,0.971830985915493,1.0,0.8661971830985915,1.0,1.0,1.0,0.9859154929577465,1.0,1.0,1.0,1.0,0.9929577464788732,1.0,0.9859154929577465,1.0,1.0,1.0,1.0
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,0,1,,
weights,,,,,,,,,,distance,,,,,,,,
