,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,0.9,1.4,,,,,,
activation,,,,,,,,,,,,,tanh,,,,,
algorithm,SAMME.R,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.4,,,,,,,,,,1.1111111111111112e-06,,,,0.5,0.0009
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,entropy,gini,entropy,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,True,,,
f1_test,0.5628306878306878,0.9445019553715207,0.18599033816425123,0.8340002277200345,0.7260077276524645,0.888132688041944,0.9166666666666666,0.9444444444444444,0.9166666666666666,0.9147474747474749,1.0,0.9722633744855967,1.0,0.9147474747474749,1.0,0.9166666666666666,1.0,0.972097284690988
f1_train,0.6111320328387437,1.0,0.2593063821653635,1.0,1.0,1.0,0.9649039632841462,1.0,1.0,1.0,0.9859703090336893,0.9858465799456572,1.0,0.9582891273827212,0.9789888836956051,1.0,1.0,0.9858838186540533
l2_regularization,,,,,,,,,0.1,,,,,,,,,
learning_rate,0.2,,,,,,,0.8,,,,,constant,,,,,
loss,,,,,,,,deviance,,,,,,,squared_hinge,,,log
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,crammer_singer,,,,,,,
n_estimators,80,30.0,,,,30,,,,,,,,,,20,,
n_neighbors,,,,,,,,,,6,,,,,,,,
oob_score,,,,,,,,,,,,,,,,1,,
p,,,,,,,,,,3,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,l2
solver,,,,,,,,,,,,newton-cg,lbfgs,,,,,
splitter,,,,best,random,,,,,,,,,,,,,
test,0.6111111111111112,0.9444444444444444,0.3055555555555556,0.8333333333333334,0.7222222222222222,0.8888888888888888,0.9166666666666666,0.9444444444444444,0.9166666666666666,0.9166666666666666,1.0,0.9722222222222222,1.0,0.9166666666666666,1.0,0.9166666666666666,1.0,0.9722222222222222
tol,,,,,,,,2e-06,1e-08,,0.0001,0.0001,,,1.6666666666666667e-05,,0.0001,3.3333333333333335e-05
tr_time,0.26873100000000005,0.049418000000000184,0.012499000000000038,0.017598000000000447,0.008693000000000062,0.06230199999999986,0.015418999999999627,0.24671599999999927,3115.790306,0.05305300000000024,0.08805400000000008,0.35201400000000005,0.3296230000000002,0.0070230000000002235,0.0797159999999999,0.08822900000000011,0.060573999999999906,0.4701789999999999
train,0.6830985915492958,1.0,0.4154929577464789,1.0,1.0,1.0,0.9647887323943662,1.0,1.0,1.0,0.9859154929577465,0.9859154929577465,1.0,0.9577464788732394,0.9788732394366197,1.0,1.0,0.9859154929577465
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,0,,,,,,,,,1,0,,
weights,,,,,,,,,,distance,,,,,,,,
