,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.4,1.2,,,,,,
activation,,,,,,,,,,,,,tanh,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.8,,,,,,,,,,1.25e-06,,,,0.6,0.0009
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,entropy,gini,gini,,friedman_mse,,,,,,,,entropy,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.9645092460881936,0.9647247085304307,0.5922634011840078,0.9467638691322903,0.9387429907553746,0.9823623542652152,0.956244993396696,0.9736164257756981,0.956244993396696,0.9736164257756981,0.9823623542652152,0.9734654095556352,0.9384383268099622,0.9734654095556352,0.9645092460881936,0.9647247085304307,0.9645092460881936,0.9912054752585661
f1_train,0.9845470053442323,1.0,0.7327018096248865,1.0,1.0,1.0,0.9470536948081858,1.0,1.0,0.9756833964839224,0.9779092796143699,0.9599393508000429,1.0,0.949009331214628,0.9801318640140131,1.0,0.9622541561003097,0.9714453583153622
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.5,,,,,,,0.4,,,,,adaptive,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,hinge
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,ovr,,,,,,,
n_estimators,30,25.0,,,,25,,,,,,,,,,40,,
n_neighbors,,,,,,,,,,6,,,,,,,,
oob_score,,,,,,,,,,,,,,,,1,,
p,,,,,,,,,,1,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,elasticnet
solver,,,,,,,,,,,,newton-cg,lbfgs,,,,,
splitter,,,,random,best,,,,,,,,,,,,,
test,0.9649122807017544,0.9649122807017544,0.5964912280701754,0.9473684210526315,0.9385964912280702,0.9824561403508771,0.956140350877193,0.9736842105263158,0.956140350877193,0.9736842105263158,0.9824561403508771,0.9736842105263158,0.9385964912280702,0.9736842105263158,0.9649122807017544,0.9649122807017544,0.9649122807017544,0.9912280701754386
tol,,,,,,,,2.5e-06,1e-08,,0.0001,0.0001,,,0.0001,,0.0001,0.0001
tr_time,0.27605299999999966,0.06675899999999979,0.019484999999999975,0.011795999999999474,0.010404000000000302,0.05733899999999981,0.022813000000000194,0.17402300000000004,1.1042819999999995,0.055934999999999846,0.510294,0.32635999999999976,1.2695210000000001,0.00727000000000011,0.04830299999999976,0.11106200000000044,0.04184499999999991,0.4967159999999997
train,0.9846153846153847,1.0,0.7296703296703296,1.0,1.0,1.0,0.9472527472527472,1.0,1.0,0.9758241758241758,0.978021978021978,0.9604395604395605,1.0,0.9494505494505494,0.9802197802197802,1.0,0.9626373626373627,0.9714285714285714
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,0,,,,,,,,,1,0,,
weights,,,,,,,,,,uniform,,,,,,,,
