,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.2,1.4,,,,,,
activation,,,,,,,,,,,,,logistic,,,,,
algorithm,SAMME.R,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,2.5e-06,,,,0.5,0.0009
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,entropy,gini,gini,,friedman_mse,,,,,,,,entropy,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.9647247085304307,0.9564299597121931,0.48896434634974534,0.9215739274819476,0.8236235426521533,0.9823623542652152,0.8941741255912918,0.9473684210526315,0.9736164257756981,0.9463967611336033,0.9645092460881936,0.9186377708978327,0.9647247085304307,0.9463967611336033,0.9554882874504246,0.9470870627956459,0.9645092460881936,0.9734654095556352
f1_train,0.9955990754807322,0.9978008807263491,0.5166369074617044,1.0,1.0,1.0,0.9161683501129608,1.0,1.0,0.9757798557960131,0.9645015879993609,0.9508742362515948,0.9956043956043956,0.9621951616033927,0.9667452160095401,0.9978034891011818,0.9577475335567329,0.9757798557960131
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.5,,,,,,,0.3,,,,,invscaling,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,perceptron
metric,,,,,,,,,,,,,,cosine,,,,
multi_class,,,,,,,,,,,ovr,,,,,,,
n_estimators,40,35.0,,,,30,,,,,,,,,,30,,
n_neighbors,,,,,,,,,,4,,,,,,,,
oob_score,,,,,,,,,,,,,,,,1,,
p,,,,,,,,,,1,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,none
solver,,,,,,,,,,,,liblinear,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.9649122807017544,0.956140350877193,0.631578947368421,0.9210526315789473,0.8245614035087719,0.9824561403508771,0.8947368421052632,0.9473684210526315,0.9736842105263158,0.9473684210526315,0.9649122807017544,0.9210526315789473,0.9649122807017544,0.9473684210526315,0.956140350877193,0.9473684210526315,0.9649122807017544,0.9736842105263158
tol,,,,,,,,2.5e-06,1e-08,,0.0001,0.0001,,,1.25e-05,,0.0001,1.6666666666666667e-05
tr_time,0.28022599999999986,0.08128599999999997,0.3079609999999997,0.2901979999999984,0.01087800000000172,0.06071800000000005,0.04930599999999963,0.19379299999999944,1.2417379999999998,0.05257500000000004,0.4956800000000001,0.329037,3.521737,0.008422000000000374,0.4660310000000001,0.09140499999999996,0.43860100000000024,0.9017949999999995
train,0.9956043956043956,0.9978021978021978,0.6417582417582418,1.0,1.0,1.0,0.9164835164835164,1.0,1.0,0.9758241758241758,0.9648351648351648,0.9516483516483516,0.9956043956043956,0.9626373626373627,0.967032967032967,0.9978021978021978,0.9582417582417583,0.9758241758241758
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,0,,,,,,,,,0,0,,
weights,,,,,,,,,,uniform,,,,,,,,
