,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,0.7,1.3,,,,,,
activation,,,,,,,,,,,,,tanh,,,,,
algorithm,SAMME.R,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.7,,,,,,,,,,5e-06,,,,0.5,0.001
bootstrap_features,,0.0,,,,,,,,,,,,,,,,
criterion,,,,gini,entropy,gini,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.6472222222222223,0.8582895580867184,0.1820330969267139,0.7938271604938271,0.7777777777777778,0.8871406371406372,0.8363636363636364,0.8867521367521367,0.8584828643308176,0.9444444444444444,0.9722633744855967,0.9722633744855967,0.9435246235246235,0.9722633744855967,0.9723691945914168,0.9165292147748288,1.0,1.0
f1_train,0.8194009700168761,1.0,0.27319057200344926,1.0,1.0,1.0,0.9719069356852578,1.0,1.0,1.0,0.9859154929577465,0.9929414166156358,1.0,0.9789169449520938,0.9929723149840312,1.0,1.0,0.9929414166156358
l2_regularization,,,,,,,,,0.1,,,,,,,,,
learning_rate,0.7,,,,,,,0.3,,,,,invscaling,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,modified_huber
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,ovr,,,,,,,
n_estimators,80,30.0,,,,45,,,,,,,,,,45,,
n_neighbors,,,,,,,,,,4,,,,,,,,
oob_score,,,,,,,,,,,,,,,,1,,
p,,,,,,,,,,2,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,elasticnet
solver,,,,,,,,,,,,newton-cg,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.6666666666666666,0.8611111111111112,0.3055555555555556,0.8055555555555556,0.7777777777777778,0.8888888888888888,0.8333333333333334,0.8888888888888888,0.8611111111111112,0.9444444444444444,0.9722222222222222,0.9722222222222222,0.9444444444444444,0.9722222222222222,0.9722222222222222,0.9166666666666666,1.0,1.0
tol,,,,,,,,1.6666666666666667e-06,1e-08,,0.0001,0.0001,,,5e-05,,0.0001,3.3333333333333335e-05
tr_time,0.2831309999999998,0.04627400000000037,0.01588500000000037,0.014297000000000004,0.013694999999999347,0.05265200000000014,0.01727600000000029,0.2682910000000005,3147.580828,0.04364999999999997,0.10044699999999995,0.38815,0.2731600000000003,0.00795799999999991,0.07189500000000004,0.10800199999999993,0.059871999999999925,0.5426289999999998
train,0.8309859154929577,1.0,0.4225352112676056,1.0,1.0,1.0,0.971830985915493,1.0,1.0,1.0,0.9859154929577465,0.9929577464788732,1.0,0.9788732394366197,0.9929577464788732,1.0,1.0,0.9929577464788732
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,0,,,,,,,,,0,1,,
weights,,,,,,,,,,distance,,,,,,,,
