,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.4,1.3,,,,,,
activation,,,,,,,,,,,,,logistic,,,,,
algorithm,SAMME.R,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,1.4285714285714286e-06,,,,0.5,0.001
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,entropy,gini,gini,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.9285290148448043,0.9027065017039956,0.48896434634974534,0.7894736842105263,0.7977259309470187,0.8814196339279485,0.8166891587944219,0.9285290148448043,0.9279778393351801,0.8147901399067289,0.9734654095556352,0.9463967611336033,0.9736164257756981,0.8608339029391662,0.9372286827846255,0.8850167747410855,0.9734654095556352,0.9734654095556352
f1_train,0.9867806409618256,1.0,0.5745373048004627,1.0,1.0,1.0,0.8813412544504982,1.0,1.0,0.921778101141973,0.9712621958446357,0.9464082577290123,1.0,0.8714239347150738,0.9394417934562748,1.0,0.9577475335567329,0.9667452160095401
l2_regularization,,,,,,,,,0.1,,,,,,,,,
learning_rate,0.5,,,,,,,0.4,,,,,adaptive,,,,,
loss,,,,,,,,deviance,,,,,,,squared_hinge,,,hinge
metric,,,,,,,,,,,,,,cosine,,,,
multi_class,,,,,,,,,,,ovr,,,,,,,
n_estimators,70,40.0,,,,40,,,,,,,,,,45,,
n_neighbors,,,,,,,,,,4,,,,,,,,
oob_score,,,,,,,,,,,,,,,,0,,
p,,,,,,,,,,3,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,l2
solver,,,,,,,,,,,,liblinear,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.9298245614035088,0.9035087719298246,0.631578947368421,0.7894736842105263,0.7982456140350878,0.8859649122807017,0.8245614035087719,0.9298245614035088,0.9298245614035088,0.8245614035087719,0.9736842105263158,0.9473684210526315,0.9736842105263158,0.8596491228070176,0.9385964912280702,0.8859649122807017,0.9736842105263158,0.9736842105263158
tol,,,,,,,,2e-06,1e-08,,0.0001,0.0001,,,5e-05,,0.0001,2e-05
tr_time,0.36967399999999984,0.20593700000000004,0.2194560000000001,0.362978,0.013865000000000904,0.07282799999999989,0.054879000000000566,0.2671739999999989,1.1684789999999996,0.056238000000000454,0.45010500000000064,0.31234600000000023,2.437469000000001,0.007790999999999215,0.3116530000000002,0.11937599999999993,0.40039900000000017,0.7350540000000008
train,0.9868131868131869,1.0,0.6703296703296703,1.0,1.0,1.0,0.8835164835164835,1.0,1.0,0.9230769230769231,0.9714285714285714,0.9472527472527472,1.0,0.8703296703296703,0.9406593406593406,1.0,0.9582417582417583,0.967032967032967
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,0,,,,,,,,,0,1,,
weights,,,,,,,,,,uniform,,,,,,,,
