,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.4,1.4,,,,,,
activation,,,,,,,,,,,,,relu,,,,,
algorithm,SAMME.R,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,5e-06,,,,0.9,0.0008
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,entropy,entropy,gini,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.7220444719481927,0.9494367725517423,0.022752808988764042,0.8522660567114646,0.7927062429072462,0.9597988756781692,0.8517921035128745,0.9393890810436509,0.964063503767801,0.9783264467572645,0.8920916540699388,0.8748218430064328,0.9561235649887511,0.822344576894493,0.7993850839629996,0.9515929339545449,0.816509929771107,0.8738669886537554
f1_train,0.7280027937352058,0.9999642857833223,0.023884022584681818,1.0,1.0,1.0,0.8591046825188322,0.9820071789775037,1.0,1.0,0.8972673545572406,0.880329645964282,0.9621075854297678,0.8270220883980276,0.8034747841708203,1.0,0.8216776268856174,0.8794790230130259
l2_regularization,,,,,,,,,0.1,,,,,,,,,
learning_rate,0.7,,,,,,,0.3,,,,,invscaling,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,hinge
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,crammer_singer,,,,,,,
n_estimators,80,40.0,,,,45,,,,,,,,,,45,,
n_neighbors,,,,,,,,,,4,,,,,,,,
oob_score,,,,,,,,,,,,,,,,1,,
p,,,,,,,,,,2,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,none
solver,,,,,,,,,,,,sag,adam,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.721,0.9495,0.1125,0.8525,0.7927142857142857,0.9598571428571429,0.8515,0.9394285714285714,0.9640714285714286,0.9783571428571428,0.8924285714285715,0.8757142857142857,0.9560714285714286,0.8225714285714286,0.8031428571428572,0.9516428571428571,0.82,0.8743571428571428
tol,,,,,,,,1.25e-06,1e-08,,2.5e-05,3.3333333333333335e-05,,,2e-05,,0.0001,1.1111111111111112e-05
tr_time,21.614238000001933,72.9988599999997,0.3915469999992638,7.730466000000888,1.438862999999401,2.504571000001306,0.3462839999992866,163.24285900000177,40.79241399999955,1.749722999997175,10.428672000001825,8.394187999998394,152.14006199999858,0.22384800000145333,1.585982000000513,12.351932000001398,0.9013250000025437,17.918641000000207
train,0.7272857142857143,0.9999642857142857,0.11308928571428571,1.0,1.0,1.0,0.858625,0.9820178571428572,1.0,1.0,0.8976428571428572,0.8811964285714285,0.9620714285714286,0.8269464285714285,0.8076785714285715,1.0,0.825,0.8799821428571428
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,0,,,,,,,,,1,1,,
weights,,,,,,,,,,distance,,,,,,,,
