,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.4,1.4,,,,,,
activation,,,,,,,,,,,,,relu,,,,,
algorithm,SAMME.R,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,1e-05,,,,0.5,0.0008
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,gini,gini,gini,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,True,,,
f1_test,0.810673263839589,0.9394105384112595,0.023330564062724123,0.8279284683650494,0.7819481359328775,0.952568535024534,0.8665071704305579,0.939015379261047,0.9628855992058694,0.9750606823406736,0.8983098312740584,0.8823701449280796,0.9484451197062128,0.8303875033043966,0.8503098454029386,0.9290520041308705,0.8230413651437566,0.8820904922395875
f1_train,0.8131217829619177,1.0,0.02359586867328929,1.0,1.0,1.0,0.86495644845228,0.982383805258578,0.9999821429233626,1.0,0.8948869936518078,0.8760191850562287,0.9527627433022491,0.8272314726818654,0.8499283799252071,0.9999821428376962,0.8200406974261454,0.8802868713179234
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.4,,,,,,,0.3,,,,,adaptive,,,,,
loss,,,,,,,,deviance,,,,,,,squared_hinge,,,modified_huber
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,crammer_singer,,,,,,,
n_estimators,90,40.0,,,,45,,,,,,,,,,45,,
n_neighbors,,,,,,,,,,4,,,,,,,,
oob_score,,,,,,,,,,,,,,,,0,,
p,,,,,,,,,,2,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,none
solver,,,,,,,,,,,,sag,adam,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.8075,0.9395,0.11278571428571428,0.8281428571428572,0.782,0.9526428571428571,0.8661428571428571,0.939,0.9628571428571429,0.9750714285714286,0.8986428571428572,0.8831428571428571,0.9485,0.8296428571428571,0.8501428571428571,0.9291428571428572,0.8262857142857143,0.8815
tol,,,,,,,,1e-05,1e-08,,0.0001,2.5e-05,,,5e-05,,0.0001,0.0001
tr_time,23.700839999999985,96.38300100000001,0.35569100000003573,4.754321000000118,0.7692680000000109,2.9947269999999833,0.3213569999999777,162.51776299999983,40.3051660000001,1.7746099999999956,8.802641999999878,7.97042799999997,164.4475040000001,0.2146179999999731,7.854741000000047,17.90384800000001,0.8845910000000003,28.502669999999966
train,0.8101428571428572,1.0,0.11294642857142857,1.0,1.0,1.0,0.8647321428571428,0.9823928571428572,0.9999821428571428,1.0,0.8953214285714286,0.8769464285714286,0.9528214285714286,0.8266071428571429,0.8500714285714286,0.9999821428571428,0.8234285714285714,0.8797857142857143
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,1,0,,
weights,,,,,,,,,,distance,,,,,,,,
