,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.2,1.4,,,,,,
activation,,,,,,,,,,,,,relu,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,1.25e-06,,,,0.5,0.0009
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,entropy,entropy,gini,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.9304169514695829,0.9218503375891836,0.48896434634974534,0.9306381896770913,0.9301463616460083,0.9390019435970703,0.9473684210526315,0.9304169514695829,0.9650731808230041,0.9372286827846255,0.9290184921763869,0.9099722991689752,0.9476097712345062,0.8935277382645804,0.9380859556298152,0.9390019435970703,0.9192940207230902,0.9301463616460083
f1_train,0.9867972264421968,1.0,0.49739907232789643,1.0,1.0,1.0,0.9178472809242039,1.0,1.0,0.9445753600159,0.9305958280748197,0.8906912274460635,0.9691935283651261,0.9216404510522157,0.9216404510522157,0.9956095095086941,0.8976363421677589,0.9471225638473025
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.7,,,,,,,0.7,,,,,constant,,,,,
loss,,,,,,,,deviance,,,,,,,squared_hinge,,,modified_huber
metric,,,,,,,,,,,,,,manhattan,,,,
multi_class,,,,,,,,,,,ovr,,,,,,,
n_estimators,80,45.0,,,,40,,,,,,,,,,5,,
n_neighbors,,,,,,,,,,6,,,,,,,,
oob_score,,,,,,,,,,,,,,,,0,,
p,,,,,,,,,,1,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,l1
solver,,,,,,,,,,,,liblinear,lbfgs,,,,,
splitter,,,,random,best,,,,,,,,,,,,,
test,0.9298245614035088,0.9210526315789473,0.631578947368421,0.9298245614035088,0.9298245614035088,0.9385964912280702,0.9473684210526315,0.9298245614035088,0.9649122807017544,0.9385964912280702,0.9298245614035088,0.9122807017543859,0.9473684210526315,0.8947368421052632,0.9385964912280702,0.9385964912280702,0.9210526315789473,0.9298245614035088
tol,,,,,,,,3.3333333333333333e-06,1e-08,,0.0001,0.0001,,,1.1111111111111112e-05,,0.0001,1.4285714285714285e-05
tr_time,0.2856369999999999,0.07516600000000007,0.01677200000000001,0.010321999999999498,0.013856000000000535,0.061401999999999735,0.017281000000000102,0.14739099999999983,1.0806969999999998,0.0471919999999999,0.46229600000000026,0.3153079999999999,1.43179,0.006452999999999598,0.04923500000000036,0.07502999999999993,0.04076600000000008,0.418053
train,0.9868131868131869,1.0,0.6329670329670329,1.0,1.0,1.0,0.9186813186813186,1.0,1.0,0.945054945054945,0.9318681318681319,0.8945054945054945,0.9692307692307692,0.9230769230769231,0.9230769230769231,0.9956043956043956,0.9010989010989011,0.9472527472527472
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,0,,,,,,,,,1,1,,
weights,,,,,,,,,,uniform,,,,,,,,
