,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,0.5,0.5,,,,,,
activation,,,,,,,,,,,,,logistic,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.3,,,,,,,,,,1.1111111111111112e-06,,,,0.9,0.001
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,gini,entropy,entropy,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,True,,,
f1_test,0.9147465437788019,0.8303030303030303,0.7495876443244864,0.8594815146539285,0.7667432470064048,1.0,0.9174426780538835,0.8871396477508531,0.972097284690988,1.0,1.0,1.0,1.0,0.972097284690988,0.972097284690988,0.972097284690988,1.0,0.972097284690988
f1_train,1.0,1.0,0.733291973018995,1.0,1.0,1.0,0.9789169449520938,1.0,1.0,0.9788053777675719,0.9859703090336893,0.9859703090336893,1.0,0.9719406180673786,1.0,1.0,0.9859703090336893,1.0
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.9,,,,,,,0.8,,,,,invscaling,,,,,
loss,,,,,,,,deviance,,,,,,,squared_hinge,,,modified_huber
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,ovr,,,,,,,
n_estimators,50,25.0,,,,25,,,,,,,,,,40,,
n_neighbors,,,,,,,,,,3,,,,,,,,
oob_score,,,,,,,,,,,,,,,,1,,
p,,,,,,,,,,2,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,none
solver,,,,,,,,,,,,newton-cg,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.9166666666666666,0.8333333333333334,0.75,0.8611111111111112,0.7777777777777778,1.0,0.9166666666666666,0.8888888888888888,0.9722222222222222,1.0,1.0,1.0,1.0,0.9722222222222222,0.9722222222222222,0.9722222222222222,1.0,0.9722222222222222
tol,,,,,,,,1.25e-06,1e-08,,0.0001,0.0001,,,3.3333333333333335e-05,,0.0001,1.4285714285714285e-05
tr_time,0.271763,0.04237000000000002,0.016521000000000008,0.011397999999999797,0.010539000000000076,0.0542990000000001,0.013677000000000383,0.23926599999999976,2707.965227,0.04540299999999986,0.07912499999999989,0.366625,0.25065000000000026,0.00765400000000005,0.08255400000000002,0.1033989999999998,0.05148299999999972,0.4274960000000001
train,1.0,1.0,0.7323943661971831,1.0,1.0,1.0,0.9788732394366197,1.0,1.0,0.9788732394366197,0.9859154929577465,0.9859154929577465,1.0,0.971830985915493,1.0,1.0,0.9859154929577465,1.0
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,1,1,,
weights,,,,,,,,,,uniform,,,,,,,,
