,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,0.7,0.9,,,,,,
activation,,,,,,,,,,,,,tanh,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.5,,,,,,,,,,1.1111111111111112e-06,,,,0.8,0.001
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,entropy,gini,gini,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,True,,,
f1_test,0.9312169312169313,0.9665831244778613,0.7279624893435633,0.8624338624338624,0.8297410192147033,0.9665831244778613,0.7407407407407407,0.9665831244778613,0.9312169312169313,0.9326599326599326,0.8666666666666667,0.9326599326599326,0.8666666666666667,0.8997493734335841,0.8666666666666667,0.9326599326599326,0.8997493734335841,0.8038277511961721
f1_train,1.0,1.0,0.8994712715528467,1.0,1.0,1.0,0.9497171590194846,1.0,1.0,0.8830409356725146,0.9916653643798509,0.9749960931395532,1.0,0.8915141083815783,1.0,1.0,0.9916653643798509,1.0
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.3,,,,,,,0.4,,,,,adaptive,,,,,
loss,,,,,,,,deviance,,,,,,,squared_hinge,,,hinge
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,crammer_singer,,,,,,,
n_estimators,60,10.0,,,,25,,,,,,,,,,25,,
n_neighbors,,,,,,,,,,6,,,,,,,,
oob_score,,,,,,,,,,,,,,,,0,,
p,,,,,,,,,,1,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,l2
solver,,,,,,,,,,,,newton-cg,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.9333333333333333,0.9666666666666667,0.7333333333333333,0.8666666666666667,0.8333333333333334,0.9666666666666667,0.7333333333333333,0.9666666666666667,0.9333333333333333,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.8666666666666667,0.9,0.8666666666666667,0.9333333333333333,0.9,0.8
tol,,,,,,,,1e-05,1e-08,,0.0001,0.0001,,,1.6666666666666667e-05,,0.0001,5e-05
tr_time,0.29438999999999993,0.040378000000000025,0.015250999999999237,0.015718999999999816,0.010347000000000328,0.057911999999999964,0.016305000000000014,0.26965100000000053,1.4179240000000002,0.05447799999999958,0.46412799999999965,0.5094839999999996,1.0957539999999995,0.007151999999999603,0.41730599999999995,0.09264200000000011,0.2453660000000002,0.7315690000000004
train,1.0,1.0,0.9,1.0,1.0,1.0,0.95,1.0,1.0,0.8833333333333333,0.9916666666666667,0.975,1.0,0.8916666666666667,1.0,1.0,0.9916666666666667,1.0
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,1,1,,
weights,,,,,,,,,,uniform,,,,,,,,
