,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.4,1.4,,,,,,
activation,,,,,,,,,,,,,tanh,,,,,
algorithm,SAMME.R,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,3.3333333333333333e-06,,,,0.5,0.0011
bootstrap_features,,0.0,,,,,,,,,,,,,,,,
criterion,,,,entropy,entropy,gini,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,True,,,
f1_test,0.6805627574648981,0.851768198259722,0.02275426993707461,0.7811511986092374,0.7576871454411356,0.8630638392603978,0.7249866418102985,0.8469423968008584,0.8691144953246135,0.8686347048981478,0.7416968785693309,0.7134783170231165,0.8433219492570707,0.6812445472312403,0.644473604486762,0.8578398475912684,0.6172365962936075,0.7077196238404623
f1_train,0.69552821430045,0.999589260203948,0.02298295330740317,1.0,1.0,1.0,0.7311398389604418,0.9001710152978776,0.9452481034357263,1.0,0.7483530151001269,0.7190660960771312,0.8519106753669113,0.686409001273955,0.6436528086345727,0.9998749992988015,0.6127680138215352,0.7118908163281902
l2_regularization,,,,,,,,,0.1,,,,,,,,,
learning_rate,0.2,,,,,,,0.3,,,,,invscaling,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,modified_huber
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,crammer_singer,,,,,,,
n_estimators,60,40.0,,,,45,,,,,,,,,,45,,
n_neighbors,,,,,,,,,,7,,,,,,,,
oob_score,,,,,,,,,,,,,,,,0,,
p,,,,,,,,,,2,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,none
solver,,,,,,,,,,,,sag,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.6807142857142857,0.8517857142857143,0.1125,0.7809285714285714,0.7572142857142857,0.8633571428571428,0.7260714285714286,0.8467857142857143,0.8687857142857143,0.8687857142857143,0.7469285714285714,0.7210714285714286,0.8434285714285714,0.683,0.6672857142857143,0.8580714285714286,0.6507857142857143,0.7181428571428572
tol,,,,,,,,2e-06,1e-08,,5e-05,0.0001,,,2e-05,,0.0001,3.3333333333333335e-05
tr_time,7.3638600000000025,15.672849999999997,0.3579289999999986,1.9579729999999813,0.6003150000000232,1.7526579999999967,0.308125000000004,48.104048999999975,26.472690999999998,0.8655260000000027,2.849337999999989,4.526344000000009,317.40028700000005,0.15334500000000162,5.100342999999995,5.083424000000008,0.6553230000000099,7.474029000000002
train,0.6962857142857143,0.9995892857142857,0.11264285714285714,1.0,1.0,1.0,0.7326964285714286,0.9003392857142857,0.9453392857142857,1.0,0.7542321428571429,0.7271428571428571,0.85225,0.6882857142857143,0.6683392857142857,0.999875,0.647375,0.7233392857142857
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,1,0,,
weights,,,,,,,,,,distance,,,,,,,,
