,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.1,0.5,,,,,,
activation,,,,,,,,,,,,,logistic,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.9,,,,,,,,,,1e-05,,,,0.5,0.001
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,entropy,entropy,gini,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.8894463024897808,0.8582125603864736,0.8035714285714286,0.8358585858585857,0.7009067110486988,0.9448329448329448,0.9448329448329448,0.9445019553715207,0.8894463024897808,0.9723691945914168,0.9723691945914168,0.9445019553715207,0.9144647944647945,0.9170448445810765,0.9723691945914168,0.9445019553715207,0.9723691945914168,0.9435246235246235
f1_train,0.9789144451551887,1.0,0.7242025670492657,1.0,1.0,1.0,0.978825487114157,1.0,1.0,0.9717600474642727,0.978825487114157,0.978825487114157,1.0,0.9646046685335046,0.9929636505572794,1.0,0.978825487114157,1.0
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.3,,,,,,,0.3,,,,,constant,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,modified_huber
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,ovr,,,,,,,
n_estimators,60,15.0,,,,35,,,,,,,,,,40,,
n_neighbors,,,,,,,,,,3,,,,,,,,
oob_score,,,,,,,,,,,,,,,,1,,
p,,,,,,,,,,1,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,l1
solver,,,,,,,,,,,,newton-cg,lbfgs,,,,,
splitter,,,,best,random,,,,,,,,,,,,,
test,0.8888888888888888,0.8611111111111112,0.8055555555555556,0.8333333333333334,0.6944444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.8888888888888888,0.9722222222222222,0.9722222222222222,0.9444444444444444,0.9166666666666666,0.9166666666666666,0.9722222222222222,0.9444444444444444,0.9722222222222222,0.9444444444444444
tol,,,,,,,,1.1111111111111112e-06,1e-08,,0.0001,0.0001,,,3.3333333333333335e-05,,0.0001,1.6666666666666667e-05
tr_time,0.26834800000000003,0.03405899999999984,0.017257999999999996,0.009935000000000027,0.01299500000000009,0.059940000000000104,0.013295999999999975,0.25034599999999996,2671.000844,0.05016799999999977,0.09892700000000021,0.3606449999999999,0.27649999999999997,0.007129999999999637,0.06924999999999981,0.08302500000000013,0.04507099999999964,0.524718
train,0.9788732394366197,1.0,0.7253521126760564,1.0,1.0,1.0,0.9788732394366197,1.0,1.0,0.971830985915493,0.9788732394366197,0.9788732394366197,1.0,0.9647887323943662,0.9929577464788732,1.0,0.9788732394366197,1.0
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,0,,,,,,,,,0,0,,
weights,,,,,,,,,,uniform,,,,,,,,
