,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.0,1.4,,,,,,
activation,,,,,,,,,,,,,tanh,,,,,
algorithm,SAMME.R,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,5e-06,,,,0.5,0.0009
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,gini,entropy,entropy,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.8941741255912918,0.9208492773270942,0.48896434634974534,0.8101547987616098,0.8245614035087719,0.9467638691322903,0.8402916073968705,0.9384383268099622,0.8947368421052632,0.8501547987616098,0.9554882874504246,0.9186377708978327,0.9380859556298152,0.8692898791365795,0.8007544930140288,0.9557756825927252,0.9554882874504246,0.9734654095556352
f1_train,1.0,1.0,0.5660509703062895,1.0,1.0,1.0,0.8879572315001718,1.0,1.0,0.8734187097358455,0.9712214031985518,0.9554881675556032,1.0,0.8908014028981772,0.8331778640124254,1.0,0.9689851260130365,0.9779092796143699
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.9,,,,,,,0.3,,,,,adaptive,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,hinge
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,ovr,,,,,,,
n_estimators,80,20.0,,,,40,,,,,,,,,,45,,
n_neighbors,,,,,,,,,,6,,,,,,,,
oob_score,,,,,,,,,,,,,,,,1,,
p,,,,,,,,,,3,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,none
solver,,,,,,,,,,,,newton-cg,lbfgs,,,,,
splitter,,,,random,best,,,,,,,,,,,,,
test,0.8947368421052632,0.9210526315789473,0.631578947368421,0.8157894736842105,0.8245614035087719,0.9473684210526315,0.8421052631578947,0.9385964912280702,0.8947368421052632,0.8596491228070176,0.956140350877193,0.9210526315789473,0.9385964912280702,0.868421052631579,0.7982456140350878,0.956140350877193,0.956140350877193,0.9736842105263158
tol,,,,,,,,3.3333333333333333e-06,1e-08,,0.0001,0.0001,,,1.4285714285714285e-05,,0.0001,2e-05
tr_time,0.35766500000000034,0.1141949999999996,0.2371129999999999,0.19195700000000038,0.05421300000000073,0.07587900000000003,0.13605200000000028,0.270408999999999,1.219175,0.057463000000000264,0.4867380000000008,0.510704,2.245191,0.007957000000000214,0.34365800000000046,0.11624599999999985,0.3956710000000001,0.8561110000000003
train,1.0,1.0,0.6659340659340659,1.0,1.0,1.0,0.8901098901098901,1.0,1.0,0.8791208791208791,0.9714285714285714,0.9560439560439561,1.0,0.8901098901098901,0.8307692307692308,1.0,0.9692307692307692,0.978021978021978
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,0,0,,
weights,,,,,,,,,,uniform,,,,,,,,
