,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.4,1.4,,,,,,
activation,,,,,,,,,,,,,tanh,,,,,
algorithm,SAMME.R,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,3.3333333333333333e-06,,,,1.1,0.0008
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,entropy,entropy,gini,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.7326600256298489,0.9495383409311723,0.022752808988764042,0.8470532342817909,0.7639222694989904,0.9526039398542944,0.8654317751133429,0.9386072061126688,0.9657132879641288,0.968860965105337,0.9126324414696202,0.897764044362089,0.9481439841265297,0.8390338703940627,0.8409161984961777,0.9509864700085621,0.8429885992486512,0.8956926757062251
f1_train,0.7375798240707979,1.0,0.024675544278649344,1.0,1.0,1.0,0.8698778976207744,0.9848517392629834,1.0,1.0,0.9163419270321945,0.9015956335472866,0.9532164172741119,0.8412242565990308,0.8438246136342006,1.0,0.8460823674045024,0.8984431924595215
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.7,,,,,,,0.3,,,,,constant,,,,,
loss,,,,,,,,deviance,,,,,,,squared_hinge,,,hinge
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,crammer_singer,,,,,,,
n_estimators,90,45.0,,,,45,,,,,,,,,,45,,
n_neighbors,,,,,,,,,,4,,,,,,,,
oob_score,,,,,,,,,,,,,,,,1,,
p,,,,,,,,,,1,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,none
solver,,,,,,,,,,,,newton-cg,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.7313571428571428,0.9496428571428571,0.1125,0.8470714285714286,0.7637857142857143,0.9527142857142857,0.8647142857142858,0.9386428571428571,0.9657142857142857,0.9689285714285715,0.9128571428571428,0.8981428571428571,0.9481428571428572,0.839,0.8385,0.9510714285714286,0.845,0.8958571428571429
tol,,,,,,,,1e-05,1e-08,,0.0001,0.0001,,,2.5e-05,,0.0001,1.4285714285714285e-05
tr_time,42.233148999999685,176.19572799999878,0.388264999994135,14.737384999993083,2.188074999998207,3.843316999998933,0.3508640000000014,331.9900750000015,62.312362999997276,2.91838600000483,27.007058999995934,90.69816300000093,338.5127929999944,0.23393499999656342,2.882740000000922,19.513483999995515,0.9156469999943511,26.65538199999719
train,0.736,1.0,0.11348214285714285,1.0,1.0,1.0,0.8691607142857143,0.9848571428571429,1.0,1.0,0.9166071428571428,0.902125,0.9532321428571429,0.8411964285714286,0.8405,1.0,0.8481428571428572,0.8986964285714286
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,0,1,,
weights,,,,,,,,,,distance,,,,,,,,
