,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.0,1.4,,,,,,
activation,,,,,,,,,,,,,relu,,,,,
algorithm,SAMME.R,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,1.6666666666666667e-06,,,,0.5,0.001
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,gini,gini,gini,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,True,,,
f1_test,0.9473684210526315,0.9560273762928301,0.5087432597836514,0.9208492773270942,0.9384383268099622,0.9736164257756981,0.9290184921763869,0.9737469960380176,0.9476097712345062,0.9285290148448043,0.9470870627956459,0.9285290148448043,0.9912489986793391,0.9470870627956459,0.956244993396696,0.9736164257756981,0.9470870627956459,0.9470870627956459
f1_train,0.9734911355372439,1.0,0.5022773640652202,1.0,1.0,1.0,0.9066732786869307,1.0,1.0,0.9470536948081858,0.949009331214628,0.9303408345971247,0.9670132108952375,0.949084021043592,0.9472527472527472,1.0,0.9444046494167537,0.9446565446125997
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.5,,,,,,,0.5,,,,,constant,,,,,
loss,,,,,,,,deviance,,,,,,,squared_hinge,,,hinge
metric,,,,,,,,,,,,,,cosine,,,,
multi_class,,,,,,,,,,,ovr,,,,,,,
n_estimators,20,25.0,,,,40,,,,,,,,,,35,,
n_neighbors,,,,,,,,,,6,,,,,,,,
oob_score,,,,,,,,,,,,,,,,0,,
p,,,,,,,,,,3,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,l1
solver,,,,,,,,,,,,liblinear,lbfgs,,,,,
splitter,,,,best,random,,,,,,,,,,,,,
test,0.9473684210526315,0.956140350877193,0.6403508771929824,0.9210526315789473,0.9385964912280702,0.9736842105263158,0.9298245614035088,0.9736842105263158,0.9473684210526315,0.9298245614035088,0.9473684210526315,0.9298245614035088,0.9912280701754386,0.9473684210526315,0.956140350877193,0.9736842105263158,0.9473684210526315,0.9473684210526315
tol,,,,,,,,3.3333333333333333e-06,1e-08,,0.0001,0.0001,,,2e-05,,0.0001,5e-05
tr_time,0.2467569999999999,0.05249400000000026,0.018208999999999698,0.01051999999999964,0.009387000000000256,0.061866999999999894,0.017669999999999852,0.15201900000000013,0.972003,0.05477500000000024,0.501309,0.313361,1.6711420000000001,0.006213999999999942,0.049900000000000055,0.09691500000000008,0.04273499999999997,0.448445
train,0.9736263736263736,1.0,0.6351648351648351,1.0,1.0,1.0,0.9076923076923077,1.0,1.0,0.9472527472527472,0.9494505494505494,0.9318681318681319,0.967032967032967,0.9494505494505494,0.9472527472527472,1.0,0.945054945054945,0.945054945054945
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,0,,,,,,,,,1,1,,
weights,,,,,,,,,,uniform,,,,,,,,
