,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.0,0.5,,,,,,
activation,,,,,,,,,,,,,tanh,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,1.6666666666666667e-06,,,,1.2,0.0008
bootstrap_features,,0.0,,,,,,,,,,,,,,,,
criterion,,,,gini,entropy,gini,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,1.0,1.0,0.16666666666666666,1.0,0.9665831244778613,1.0,1.0,1.0,1.0,1.0,0.8329156223893065,0.7612958226768968,0.9665831244778613,0.8997493734335841,0.9326599326599326,0.9019408424442752,0.6930946291560102,1.0
f1_train,0.9833229101521785,1.0,0.23154623154623158,1.0,1.0,1.0,0.9749960931395532,1.0,1.0,1.0,0.9249882794186592,0.8997493734335841,1.0,0.9416575506589572,0.9420138208514585,0.9833229101521785,0.8745098039215686,0.9749960931395532
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.1,,,,,,,0.7,,,,,adaptive,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,squared_hinge
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,ovr,,,,,,,
n_estimators,10,10.0,,,,10,,,,,,,,,,5,,
n_neighbors,,,,,,,,,,5,,,,,,,,
oob_score,,,,,,,,,,,,,,,,1,,
p,,,,,,,,,,1,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,elasticnet
solver,,,,,,,,,,,,liblinear,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,1.0,1.0,0.3333333333333333,1.0,0.9666666666666667,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.7666666666666667,0.9666666666666667,0.9,0.9333333333333333,0.9,0.7,1.0
tol,,,,,,,,1e-05,1e-08,,0.0001,0.0001,,,2e-05,,0.0001,1.4285714285714285e-05
tr_time,0.22668199999999983,0.03263800000000017,0.01994499999999988,0.015985000000000138,0.011198999999999959,0.045547000000000004,0.013698999999999906,0.24097400000000002,0.6881049999999997,0.04742600000000019,0.078538,0.3907090000000002,0.29025599999999985,0.007233000000000267,0.07008500000000017,0.08425899999999986,0.04717299999999991,0.6083639999999999
train,0.9833333333333333,1.0,0.36666666666666664,1.0,1.0,1.0,0.975,1.0,1.0,1.0,0.925,0.9,1.0,0.9416666666666667,0.9416666666666667,0.9833333333333333,0.875,0.975
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,0,,,,,,,,,1,0,,
weights,,,,,,,,,,distance,,,,,,,,
