,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.4,1.4,,,,,,
activation,,,,,,,,,,,,,tanh,,,,,
algorithm,SAMME.R,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,1.25e-06,,,,1.3,0.0008
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,entropy,entropy,entropy,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.7543041931144825,0.9512295754629347,0.022752808988764042,0.8478872754712153,0.7679393879825517,0.9556093451429581,0.8780559871597771,0.9322581138842024,0.9655595218470522,0.9705816234455575,0.9139827131880737,0.8973995051934602,0.9488426667374937,0.8490622432113532,0.8712584644226847,0.949487664864394,0.847039193032621,0.8958822354984852
f1_train,0.7519127301625252,1.0,0.02478329976482695,1.0,1.0,1.0,0.8756078153107923,0.9811511371372014,1.0,1.0,0.9161058171684168,0.9023107964994559,0.9535603031919467,0.8470371289336229,0.8789922753938215,0.9999821428237591,0.8451235034494493,0.9008633381868384
l2_regularization,,,,,,,,,0.1,,,,,,,,,
learning_rate,0.6,,,,,,,0.4,,,,,constant,,,,,
loss,,,,,,,,deviance,,,,,,,squared_hinge,,,hinge
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,crammer_singer,,,,,,,
n_estimators,90,45.0,,,,45,,,,,,,,,,45,,
n_neighbors,,,,,,,,,,4,,,,,,,,
oob_score,,,,,,,,,,,,,,,,0,,
p,,,,,,,,,,2,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,none
solver,,,,,,,,,,,,newton-cg,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.752,0.9512857142857143,0.1125,0.848,0.7679285714285714,0.9557142857142857,0.8773571428571428,0.9322857142857143,0.9655714285714285,0.9706428571428571,0.9142857142857143,0.8979285714285714,0.9489285714285715,0.849,0.8745,0.9495714285714286,0.8492857142857143,0.8961428571428571
tol,,,,,,,,1.4285714285714286e-06,1e-08,,0.0001,0.0001,,,1.1111111111111112e-05,,0.0001,2e-05
tr_time,42.232721,179.006774,0.38706200000001445,14.562275,2.154002999999875,4.538817999999992,0.35492099999999027,326.8471360000001,62.34655500000008,2.9725270000000137,20.69387800000004,84.36456900000002,338.324343,0.22661599999992177,2.3716909999999984,19.101413000000036,0.9317120000000045,21.756962999999985
train,0.7496607142857142,1.0,0.11353571428571428,1.0,1.0,1.0,0.8749107142857143,0.9811607142857143,1.0,1.0,0.9163928571428571,0.9028214285714286,0.9536071428571429,0.8470178571428572,0.8818571428571429,0.9999821428571428,0.8471071428571428,0.9010892857142857
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,0,1,,
weights,,,,,,,,,,distance,,,,,,,,
