,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.2,1.4,,,,,,
activation,,,,,,,,,,,,,relu,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,1.6666666666666667e-06,,,,0.5,0.0011
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,gini,gini,gini,,friedman_mse,,,,,,,,entropy,,
early_stopping,,,,,,,,,,,,,True,,True,,,
f1_test,0.9734654095556352,0.9473684210526315,0.48896434634974534,0.9099722991689752,0.9212409881140532,0.9467638691322903,0.8757823613086771,0.9734654095556352,0.9734654095556352,0.9380859556298152,0.9645092460881936,0.9092017513070144,0.9645092460881936,0.9554882874504246,0.9051048674317372,0.9823623542652152,0.9554882874504246,0.9384383268099622
f1_train,0.9933945061261853,0.9955990754807322,0.49739907232789643,1.0,1.0,1.0,0.9180916860266479,1.0,1.0,0.9691146553047749,0.9534433024133563,0.9303408345971247,0.9934026421790476,0.9556930371614808,0.9305679305679305,0.9978008807263491,0.9532999055100733,0.962568868048384
l2_regularization,,,,,,,,,0.1,,,,,,,,,
learning_rate,0.6,,,,,,,0.6,,,,,adaptive,,,,,
loss,,,,,,,,deviance,,,,,,,squared_hinge,,,perceptron
metric,,,,,,,,,,,,,,cosine,,,,
multi_class,,,,,,,,,,,ovr,,,,,,,
n_estimators,90,10.0,,,,25,,,,,,,,,,40,,
n_neighbors,,,,,,,,,,4,,,,,,,,
oob_score,,,,,,,,,,,,,,,,1,,
p,,,,,,,,,,2,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,elasticnet
solver,,,,,,,,,,,,newton-cg,lbfgs,,,,,
splitter,,,,random,random,,,,,,,,,,,,,
test,0.9736842105263158,0.9473684210526315,0.631578947368421,0.9122807017543859,0.9210526315789473,0.9473684210526315,0.8771929824561403,0.9736842105263158,0.9736842105263158,0.9385964912280702,0.9649122807017544,0.9122807017543859,0.9649122807017544,0.956140350877193,0.9035087719298246,0.9824561403508771,0.956140350877193,0.9385964912280702
tol,,,,,,,,1.4285714285714286e-06,1e-08,,0.0001,0.0001,,,1.4285714285714285e-05,,0.0001,3.3333333333333335e-05
tr_time,0.3103789999999993,0.04178000000000015,0.01777699999999971,0.014564999999999273,0.009398999999998381,0.05742699999999967,0.014877999999999503,0.15286199999999894,0.5845950000000002,0.05209799999999998,0.5017829999999996,0.34088099999999955,1.597968999999999,0.007007000000000652,0.050506999999999636,0.11313700000000004,0.03893099999999983,0.46660199999999996
train,0.9934065934065934,0.9956043956043956,0.6329670329670329,1.0,1.0,1.0,0.9186813186813186,1.0,1.0,0.9692307692307692,0.9538461538461539,0.9318681318681319,0.9934065934065934,0.9560439560439561,0.9296703296703297,0.9978021978021978,0.9538461538461539,0.9626373626373627
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,0,,,,,,,,,0,0,,
weights,,,,,,,,,,uniform,,,,,,,,
