,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.3,1.4,,,,,,
activation,,,,,,,,,,,,,logistic,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,3.3333333333333333e-06,,,,0.6,0.0011
bootstrap_features,,0.0,,,,,,,,,,,,,,,,
criterion,,,,gini,entropy,gini,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.8666666666666667,0.8997493734335841,0.23154623154623158,0.8997493734335841,0.9665831244778613,0.9665831244778613,0.9665831244778613,0.8997493734335841,0.9665831244778613,0.9665831244778613,1.0,0.8976982097186702,0.9333333333333333,0.8666666666666667,0.8174603174603174,0.9665831244778613,0.8976982097186702,0.9326599326599326
f1_train,0.9749960931395532,0.9916653643798511,0.2775086233385778,1.0,1.0,1.0,0.9583268218992551,1.0,1.0,0.9666458203043571,0.9499687304565353,0.8994343180389691,1.0,0.9332916406087137,0.8207758027014681,1.0,0.8484848484848484,0.9412166063087177
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.1,,,,,,,0.1,,,,,adaptive,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,squared_hinge
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,crammer_singer,,,,,,,
n_estimators,10,10.0,,,,40,,,,,,,,,,20,,
n_neighbors,,,,,,,,,,5,,,,,,,,
oob_score,,,,,,,,,,,,,,,,0,,
p,,,,,,,,,,2,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,l2
solver,,,,,,,,,,,,newton-cg,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.8666666666666667,0.9,0.36666666666666664,0.9,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9,0.9666666666666667,0.9666666666666667,1.0,0.9,0.9333333333333333,0.8666666666666667,0.8333333333333334,0.9666666666666667,0.9,0.9333333333333333
tol,,,,,,,,1e-05,1e-08,,0.0001,0.0001,,,5e-05,,0.0001,0.0001
tr_time,0.230113,0.03230500000000003,0.016661000000000037,0.01053700000000024,0.010771000000000086,0.06171400000000005,0.016563000000000105,0.2722939999999996,1.021395,0.046121999999999996,0.2646410000000001,0.3581249999999998,0.6033219999999999,0.007419000000000064,0.06618100000000027,0.06875000000000009,0.08550699999999978,0.7681299999999998
train,0.975,0.9916666666666667,0.39166666666666666,1.0,1.0,1.0,0.9583333333333334,1.0,1.0,0.9666666666666667,0.95,0.9,1.0,0.9333333333333333,0.8333333333333334,1.0,0.85,0.9416666666666667
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,0,,,,,,,,,1,1,,
weights,,,,,,,,,,uniform,,,,,,,,
