,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,0.5,0.5,,,,,,
activation,,,,,,,,,,,,,logistic,,,,,
algorithm,SAMME.R,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,1.25e-06,,,,0.5,0.0008
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,gini,entropy,entropy,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,True,,,
f1_test,0.8617548029312734,0.9449614374099501,0.853358142831827,0.8897845449569589,0.7791245791245791,0.9445019553715207,0.83488431222985,0.9174995835415625,0.9449614374099501,0.9723691945914168,0.9723691945914168,0.9723691945914168,0.9174995835415625,0.9458514289432165,0.9458514289432165,0.9445019553715207,0.9723691945914168,0.9723691945914168
f1_train,0.9787099838228528,1.0,0.9019322048498944,1.0,1.0,1.0,0.971872904091214,1.0,1.0,1.0,1.0,0.9859154929577465,1.0,0.9646999161942087,1.0,1.0,1.0,1.0
l2_regularization,,,,,,,,,0.1,,,,,,,,,
learning_rate,0.9,,,,,,,0.9,,,,,constant,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,modified_huber
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,ovr,,,,,,,
n_estimators,60,25.0,,,,45,,,,,,,,,,40,,
n_neighbors,,,,,,,,,,4,,,,,,,,
oob_score,,,,,,,,,,,,,,,,0,,
p,,,,,,,,,,1,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,none
solver,,,,,,,,,,,,newton-cg,lbfgs,,,,,
splitter,,,,best,random,,,,,,,,,,,,,
test,0.8611111111111112,0.9444444444444444,0.8611111111111112,0.8888888888888888,0.7777777777777778,0.9444444444444444,0.8333333333333334,0.9166666666666666,0.9444444444444444,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9166666666666666,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9722222222222222,0.9722222222222222
tol,,,,,,,,2e-06,1e-08,,0.0001,0.0001,,,2e-05,,0.0001,3.3333333333333335e-05
tr_time,0.299075,0.05386099999999994,0.019009000000000054,0.016676000000000357,0.014453000000000493,0.07644300000000004,0.017001000000000044,0.2501880000000005,2182.35841,0.05697799999999997,0.38729099999999983,0.3476429999999997,0.502672,0.006739999999999746,0.07357900000000006,0.0910169999999999,0.11464700000000017,0.5708329999999999
train,0.9788732394366197,1.0,0.9014084507042254,1.0,1.0,1.0,0.971830985915493,1.0,1.0,1.0,1.0,0.9859154929577465,1.0,0.9647887323943662,1.0,1.0,1.0,1.0
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,0,1,,
weights,,,,,,,,,,distance,,,,,,,,
