,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.3,1.4,,,,,,
activation,,,,,,,,,,,,,tanh,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,1.25e-06,,,,0.5,0.0011
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,entropy,gini,gini,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.6971222185042099,0.9693873732141257,0.018181818181818184,0.8538348486605282,0.7652852422114007,0.974905702861451,0.9422094648990904,0.9382770881589623,0.9693645285377068,0.9749930550638048,0.9667830091329994,0.9555566572103006,0.9638317286911687,0.9092314857267553,0.963747693863139,0.96376946175916,0.9248169771445035,0.9560017289636243
f1_train,0.7396622729632958,1.0,0.0542952509008983,1.0,1.0,1.0,0.9385467852410239,1.0,1.0,1.0,0.971390928568462,0.9576449405847262,1.0,0.9228000273320254,0.962851511950115,1.0,0.9388695890226493,0.9658248965258884
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.9,,,,,,,0.2,,,,,constant,,,,,
loss,,,,,,,,deviance,,,,,,,squared_hinge,,,hinge
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,ovr,,,,,,,
n_estimators,90,45.0,,,,35,,,,,,,,,,45,,
n_neighbors,,,,,,,,,,4,,,,,,,,
oob_score,,,,,,,,,,,,,,,,0,,
p,,,,,,,,,,2,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,none
solver,,,,,,,,,,,,saga,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.7055555555555556,0.9694444444444444,0.1,0.8527777777777777,0.7666666666666667,0.975,0.9416666666666667,0.9388888888888889,0.9694444444444444,0.975,0.9666666666666667,0.9555555555555556,0.9638888888888889,0.9083333333333333,0.9638888888888889,0.9638888888888889,0.925,0.9555555555555556
tol,,,,,,,,1e-05,1e-08,,0.0001,0.0001,,,2e-05,,0.0001,1.25e-05
tr_time,0.9847999999999999,0.7917519999999998,0.322261000000001,0.3701350000000012,0.01974999999999838,0.09917700000000007,0.3601200000000002,2.723500999999999,15.170116999999998,0.08491200000000099,0.5341770000000015,1.804259,3.9250120000000006,0.010041999999998552,0.3278220000000003,0.2344589999999993,0.21161799999999964,1.0160359999999997
train,0.7473903966597077,1.0,0.11969380654140571,1.0,1.0,1.0,0.9380654140570633,1.0,1.0,1.0,0.9714683368128044,0.9575504523312457,1.0,0.9220598469032707,0.9631176061238692,1.0,0.9394572025052192,0.9659011830201809
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,0,,,,,,,,,0,1,,
weights,,,,,,,,,,distance,,,,,,,,
