,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.0,1.4,,,,,,
activation,,,,,,,,,,,,,logistic,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,1.4285714285714286e-06,,,,0.5,0.001
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,gini,gini,entropy,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.7811322554482247,0.9387363613876826,0.018414322250639388,0.8301832868539084,0.8130957392668798,0.9776412369538396,0.9288114140808874,0.9634258034942966,0.9639967884647035,0.977720966407433,0.9335570112738061,0.9278575466676843,0.9557608315126972,0.9160255514422034,0.9184512899281949,0.9666087179822637,0.9275689301384844,0.9390702898858744
f1_train,0.8179486595772643,1.0,0.03258536501201609,1.0,1.0,1.0,0.941811353642846,1.0,1.0,1.0,0.9554785399311555,0.9456223041124207,1.0,0.9183749832226867,0.9370729702525338,1.0,0.9283648349404736,0.9538422632165011
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.8,,,,,,,0.2,,,,,adaptive,,,,,
loss,,,,,,,,deviance,,,,,,,squared_hinge,,,hinge
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,ovr,,,,,,,
n_estimators,90,45.0,,,,30,,,,,,,,,,40,,
n_neighbors,,,,,,,,,,4,,,,,,,,
oob_score,,,,,,,,,,,,,,,,1,,
p,,,,,,,,,,2,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,l1
solver,,,,,,,,,,,,newton-cg,lbfgs,,,,,
splitter,,,,random,best,,,,,,,,,,,,,
test,0.7777777777777778,0.9388888888888889,0.1,0.8305555555555556,0.8138888888888889,0.9777777777777777,0.9277777777777778,0.9638888888888889,0.9638888888888889,0.9777777777777777,0.9333333333333333,0.9277777777777778,0.9555555555555556,0.9138888888888889,0.9166666666666666,0.9666666666666667,0.9277777777777778,0.9388888888888889
tol,,,,,,,,1e-05,1e-08,,0.0001,0.0001,,,5e-05,,0.0001,0.0001
tr_time,0.789949,0.42716200000000004,0.02395600000000009,0.013611000000000928,0.016505999999999688,0.09146600000000005,0.01915399999999945,1.7675330000000002,12.332123,0.07962200000000053,0.5103079999999984,2.156912,4.535354,0.009333999999999953,0.31613500000000005,0.18464100000000006,0.057502000000000386,0.9058080000000004
train,0.8148921363952679,1.0,0.10855949895615867,1.0,1.0,1.0,0.941544885177453,1.0,1.0,1.0,0.9554627696590118,0.9457202505219207,1.0,0.9178844815588031,0.9359777313848295,1.0,0.9290187891440501,0.954070981210856
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,0,,,,,,,,,0,0,,
weights,,,,,,,,,,distance,,,,,,,,
