,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.4,1.4,,,,,,
activation,,,,,,,,,,,,,tanh,,,,,
algorithm,SAMME.R,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,1.6666666666666667e-06,,,,0.5,0.0008
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,entropy,entropy,entropy,,friedman_mse,,,,,,,,entropy,,
early_stopping,,,,,,,,,,,,,True,,True,,,
f1_test,0.7353612837243515,0.9342882886106196,0.022752808988764042,0.8532917557708376,0.835329337865979,0.9483174463009779,0.8238897808376588,0.927614377079861,0.9523066496906795,0.9631898312330117,0.8543475173850817,0.83203582018529,0.9404559030289156,0.7939852200559162,0.7632280606626912,0.9376911976542089,0.766947101918323,0.8384633873099324
f1_train,0.7429544942632655,1.0,0.023271348002415725,1.0,1.0,1.0,0.8199114181040721,0.9688362378402045,0.9990714147819494,1.0,0.8553748646072709,0.8286973534073953,0.9485508529702404,0.7878231419469336,0.7550482550055571,0.9999821429095682,0.7618308484499411,0.8332215888930584
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.4,,,,,,,0.3,,,,,adaptive,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,hinge
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,crammer_singer,,,,,,,
n_estimators,80,40.0,,,,45,,,,,,,,,,45,,
n_neighbors,,,,,,,,,,4,,,,,,,,
oob_score,,,,,,,,,,,,,,,,1,,
p,,,,,,,,,,2,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,none
solver,,,,,,,,,,,,sag,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.7321428571428571,0.9344285714285714,0.1125,0.8532857142857143,0.835,0.9484285714285714,0.8234285714285714,0.9276428571428571,0.9522857142857143,0.9632142857142857,0.8550714285714286,0.8338571428571429,0.9404285714285714,0.7937857142857143,0.7623571428571428,0.9377857142857143,0.7737142857142857,0.84
tol,,,,,,,,2.5e-06,1e-08,,5e-05,0.0001,,,2.5e-05,,0.0001,1.25e-05
tr_time,13.253481000000004,32.400291,0.36180400000000645,3.674541999999974,1.0333200000000033,2.4351660000000095,0.3064969999999789,82.85091699999998,30.865621000000033,1.132663000000008,4.7683490000000575,5.493138000000002,321.790689,0.1601660000000038,5.954994000000013,26.930970000000002,0.8639809999999954,8.232716999999994
train,0.7395178571428571,1.0,0.11278571428571428,1.0,1.0,1.0,0.8190714285714286,0.9688571428571429,0.9990714285714286,1.0,0.8559821428571428,0.8303392857142857,0.9485714285714286,0.7873571428571429,0.7550535714285714,0.9999821428571428,0.7686607142857143,0.834625
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,1,1,,
weights,,,,,,,,,,distance,,,,,,,,
