,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,0.5,1.2,,,,,,
activation,,,,,,,,,,,,,logistic,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,1e-05,,,,0.5,0.0008
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,gini,entropy,gini,,friedman_mse,,,,,,,,entropy,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.706465716985096,0.9439240182887396,0.022395833333333334,0.8370178902767222,0.7393930076201332,0.9749372726073275,0.8587531614127626,0.94178868706987,0.952934527312475,0.988975157570192,0.9691249188401906,0.9667417506849156,0.9470503606555079,0.933210988610866,0.9579951597827494,0.9636222561230514,0.9522011650422643,0.9526131599344192
f1_train,0.7026880642681537,1.0,0.07955982043239782,1.0,1.0,1.0,0.8995421106208741,1.0,1.0,1.0,0.979102697526483,0.9694499059657229,1.0,0.9455222567096108,0.9826834941120557,1.0,0.9476156451951941,0.9749866470821865
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.8,,,,,,,0.2,,,,,constant,,,,,
loss,,,,,,,,deviance,,,,,,,squared_hinge,,,hinge
metric,,,,,,,,,,,,,,cosine,,,,
multi_class,,,,,,,,,,,ovr,,,,,,,
n_estimators,90,45.0,,,,40,,,,,,,,,,45,,
n_neighbors,,,,,,,,,,6,,,,,,,,
oob_score,,,,,,,,,,,,,,,,0,,
p,,,,,,,,,,1,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,l1
solver,,,,,,,,,,,,saga,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.7083333333333334,0.9444444444444444,0.1,0.8388888888888889,0.7444444444444445,0.975,0.8583333333333333,0.9416666666666667,0.9527777777777777,0.9888888888888889,0.9694444444444444,0.9666666666666667,0.9472222222222222,0.9333333333333333,0.9583333333333334,0.9638888888888889,0.9527777777777777,0.9527777777777777
tol,,,,,,,,2.5e-06,1e-08,,0.0001,0.0001,,,1.1111111111111112e-05,,0.0001,3.3333333333333335e-05
tr_time,1.4047710000000002,1.53456,0.1598639999999989,0.3123609999999992,0.043448000000001485,0.12932399999999955,0.2128610000000002,4.357666000000002,19.298953,0.10025899999999943,0.9703170000000014,2.3001380000000005,3.997120999999998,0.012302999999999287,0.4007139999999989,0.9071040000000004,0.2710410000000003,1.9509260000000008
train,0.7000695894224078,1.0,0.13291579679888657,1.0,1.0,1.0,0.8983994432846207,1.0,1.0,1.0,0.9791231732776617,0.9693806541405706,1.0,0.9450243562978428,0.9826026443980515,1.0,0.9478079331941545,0.9749478079331941
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,1,1,,
weights,,,,,,,,,,distance,,,,,,,,
