,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.4,1.4,,,,,,
activation,,,,,,,,,,,,,relu,,,,,
algorithm,SAMME.R,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.3,,,,,,,,,,1.25e-06,,,,0.5,0.0008
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,entropy,entropy,entropy,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.8024982440310829,0.9567499172887945,0.7555793007996946,0.8822992933003551,0.839098567143063,0.9610543966955416,0.8212287336035061,0.9529115923373276,0.9677274231539114,0.9596981842574278,0.8925776449868636,0.8766104684546192,0.966132023516831,0.801215657504179,0.8170410143837638,0.9594173857373138,0.815174362757838,0.8791975389726162
f1_train,0.806308049058634,0.9999821428201603,0.7626889341908337,1.0,1.0,1.0,0.8215044481530697,0.9853861304631477,1.0,1.0,0.8987479940566664,0.8822999939730193,0.9779020475356748,0.8012950581794802,0.8225739206691532,0.9999642857313965,0.8180360405809802,0.884713851658957
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.4,,,,,,,0.3,,,,,invscaling,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,hinge
metric,,,,,,,,,,,,,,cosine,,,,
multi_class,,,,,,,,,,,crammer_singer,,,,,,,
n_estimators,90,40.0,,,,45,,,,,,,,,,45,,
n_neighbors,,,,,,,,,,4,,,,,,,,
oob_score,,,,,,,,,,,,,,,,0,,
p,,,,,,,,,,2,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,none
solver,,,,,,,,,,,,liblinear,adam,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.8011428571428572,0.9567857142857142,0.7575,0.8823571428571428,0.8390714285714286,0.9610714285714286,0.8217142857142857,0.9529285714285715,0.9677142857142857,0.9597857142857142,0.8929285714285714,0.8775,0.9661428571428572,0.802,0.8152857142857143,0.9594285714285714,0.8184285714285714,0.8795714285714286
tol,,,,,,,,1.25e-06,1e-08,,0.0001,0.0001,,,1.6666666666666667e-05,,0.0001,2.5e-05
tr_time,16.722272000000032,35.99170300000003,0.38538299999999026,4.106563000000051,0.7861269999998513,2.6116739999999936,0.33641700000003993,125.7804329999999,41.963032999999996,3.0902169999999956,4.5538239999998495,8.377210999999988,145.12611000000004,0.21149000000002616,1.3726989999999546,6.7359650000000215,0.8765950000000089,9.097838000000024
train,0.8047857142857143,0.9999821428571428,0.7642142857142857,1.0,1.0,1.0,0.8222142857142857,0.9853928571428572,1.0,1.0,0.8990535714285715,0.8831607142857143,0.9779107142857143,0.8019464285714286,0.821375,0.9999642857142857,0.821125,0.8851428571428571
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,1,1,,
weights,,,,,,,,,,distance,,,,,,,,
