,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,0.9,1.4,,,,,,
activation,,,,,,,,,,,,,tanh,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,2e-06,,,,0.9,0.0009
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,entropy,entropy,gini,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.7212614467658103,0.9691920356344519,0.017480719794344474,0.7851635072108974,0.7219454165678971,0.9832512698674566,0.9253402611196039,0.9443416559251018,0.9775979419079737,0.9860697977821267,0.9749957993880434,0.9585564973033519,0.9749940264630919,0.8954772828196697,0.9577345801035428,0.9581684741497758,0.9386665789797727,0.9503730015594682
f1_train,0.7835888491095947,1.0,0.047599830372014755,1.0,1.0,1.0,0.9297623442427324,1.0,1.0,1.0,0.9798012089250218,0.9631472976650748,1.0,0.9101226412733661,0.9746246220297985,1.0,0.9421492072132883,0.9606817329441852
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.9,,,,,,,0.2,,,,,adaptive,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,hinge
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,ovr,,,,,,,
n_estimators,90,40.0,,,,45,,,,,,,,,,35,,
n_neighbors,,,,,,,,,,4,,,,,,,,
oob_score,,,,,,,,,,,,,,,,0,,
p,,,,,,,,,,2,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,elasticnet
solver,,,,,,,,,,,,newton-cg,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.7194444444444444,0.9694444444444444,0.09444444444444444,0.7861111111111111,0.7222222222222222,0.9833333333333333,0.925,0.9444444444444444,0.9777777777777777,0.9861111111111112,0.975,0.9583333333333334,0.975,0.8944444444444445,0.9583333333333334,0.9583333333333334,0.9388888888888889,0.95
tol,,,,,,,,1.4285714285714286e-06,1e-08,,0.0001,0.0001,,,1.6666666666666667e-05,,0.0001,2.5e-05
tr_time,0.9906629999999268,0.6761430000000246,0.3097460000000183,0.3026589999999487,0.029488000000014836,0.10283299999991868,0.3725440000000617,2.6282830000000104,15.039197999999942,0.09438799999998082,0.5595690000000104,4.054386000000022,3.6704259999999067,0.01051499999994121,0.25280099999997674,0.19341900000006262,0.24734000000000833,1.0223909999999705
train,0.7821851078636047,1.0,0.116214335421016,1.0,1.0,1.0,0.9290187891440501,1.0,1.0,1.0,0.9798190675017397,0.9631176061238692,1.0,0.9095337508698678,0.9749478079331941,1.0,0.942936673625609,0.9610299234516354
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,1,0,,
weights,,,,,,,,,,distance,,,,,,,,
