,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,0.5,1.1,,,,,,
activation,,,,,,,,,,,,,logistic,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.7,,,,,,,,,,1e-05,,,,0.8,0.0008
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,gini,entropy,entropy,,friedman_mse,,,,,,,,entropy,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.8135606125930146,0.9720761276374628,0.8273994211188431,0.8508817736779559,0.7835632250231777,0.9860161332971809,0.8711202464100958,0.9721972348485224,0.9749608472750324,0.9916225117139703,0.9723149677667438,0.9666973513864061,0.9750348759221998,0.9067106905452421,0.969366212070325,0.9748221568804747,0.9295787074418104,0.9722390372776357
f1_train,0.8560592240434868,1.0,0.8505341243965621,1.0,1.0,1.0,0.8776299869784493,1.0,1.0,1.0,0.9895591789904921,0.9701470682298208,1.0,0.9011367441746803,0.9826844136183226,1.0,0.9524081084900115,0.9722595124088826
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.8,,,,,,,0.2,,,,,adaptive,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,log
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,crammer_singer,,,,,,,
n_estimators,90,45.0,,,,40,,,,,,,,,,40,,
n_neighbors,,,,,,,,,,4,,,,,,,,
oob_score,,,,,,,,,,,,,,,,1,,
p,,,,,,,,,,2,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,elasticnet
solver,,,,,,,,,,,,newton-cg,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.8166666666666667,0.9722222222222222,0.8277777777777777,0.85,0.7833333333333333,0.9861111111111112,0.8722222222222222,0.9722222222222222,0.975,0.9916666666666667,0.9722222222222222,0.9666666666666667,0.975,0.9083333333333333,0.9694444444444444,0.975,0.9305555555555556,0.9722222222222222
tol,,,,,,,,3.3333333333333333e-06,1e-08,,0.0001,0.0001,,,2e-05,,0.0001,1.6666666666666667e-05
tr_time,0.8276749999999993,0.4471449999999777,0.09274499999997943,0.335899999999981,0.015891000000010536,0.11510400000003074,0.2747590000000173,2.161135999999999,24.674210999999957,0.22271499999999378,0.8061860000000252,3.3079160000000343,3.17149500000005,0.01057599999995773,0.339888999999971,0.18165099999998802,0.13967400000001362,2.5114829999999984
train,0.8559498956158664,1.0,0.8503827418232429,1.0,1.0,1.0,0.8768267223382046,1.0,1.0,1.0,0.9895615866388309,0.9700765483646486,1.0,0.9004871259568545,0.9826026443980515,1.0,0.9526791927627001,0.9721642310368824
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,0,0,,
weights,,,,,,,,,,distance,,,,,,,,
