,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.3,1.3,,,,,,
activation,,,,,,,,,,,,,tanh,,,,,
algorithm,SAMME.R,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,3.3333333333333333e-06,,,,0.9,0.0008
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,entropy,entropy,gini,,friedman_mse,,,,,,,,entropy,,
early_stopping,,,,,,,,,,,,,True,,True,,,
f1_test,0.7894472249572555,0.9627012854359066,0.8109973005322005,0.8755025307054387,0.8435184743881952,0.9667624085109534,0.8196310684164617,0.9604863160989607,0.9765086677623211,0.9689786635162236,0.9150704440689331,0.8985853141356499,0.9771966520430976,0.8074905697934864,0.8459587288385703,0.9650468385845525,0.8465748537094329,0.9023631520719291
f1_train,0.7853823016619974,1.0,0.8056955447263018,1.0,1.0,1.0,0.8174920076291052,0.9896757935668852,1.0,1.0,0.9162507221267715,0.9013588029495276,0.9916603477785021,0.8033047345415785,0.8443111573295962,0.9999821428043054,0.8438924764948402,0.903783801044264
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.3,,,,,,,0.3,,,,,constant,,,,,
loss,,,,,,,,deviance,,,,,,,squared_hinge,,,hinge
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,crammer_singer,,,,,,,
n_estimators,90,45.0,,,,40,,,,,,,,,,45,,
n_neighbors,,,,,,,,,,4,,,,,,,,
oob_score,,,,,,,,,,,,,,,,0,,
p,,,,,,,,,,2,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,none
solver,,,,,,,,,,,,liblinear,adam,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.7882142857142858,0.9627142857142857,0.8115714285714286,0.8755714285714286,0.8436428571428571,0.9667857142857142,0.8198571428571428,0.9605,0.9765,0.9690714285714286,0.9152142857142858,0.8990714285714285,0.9772142857142857,0.8077142857142857,0.8493571428571428,0.9650714285714286,0.8486428571428571,0.9023571428571429
tol,,,,,,,,1e-05,1e-08,,0.0001,5e-05,,,1.1111111111111112e-05,,0.0001,1.4285714285714285e-05
tr_time,26.100794000000008,78.50103099999995,0.4077519999999595,7.1817530000000716,1.0827449999999317,3.0283809999999676,0.3445319999999583,246.145354,65.46136400000023,3.1656090000000177,7.297538000000031,12.334150999999906,230.4887409999999,0.22429600000009486,11.007134999999948,26.276450999999952,0.7116909999999734,26.272937999999954
train,0.7840535714285715,1.0,0.8066785714285715,1.0,1.0,1.0,0.8181607142857142,0.9896785714285714,1.0,1.0,0.9164464285714286,0.9018214285714286,0.9916607142857143,0.8037678571428571,0.8476607142857143,0.9999821428571428,0.8461428571428572,0.9038035714285715
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,0,1,,
weights,,,,,,,,,,distance,,,,,,,,
