,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,0.9,1.1,,,,,,
activation,,,,,,,,,,,,,tanh,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,5e-06,,,,0.5,0.0009
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,entropy,gini,entropy,,friedman_mse,,,,,,,,entropy,,
early_stopping,,,,,,,,,,,,,True,,True,,,
f1_test,0.9560273762928301,0.9298245614035088,0.5087432597836514,0.9380859556298152,0.9298245614035088,0.9645092460881936,0.9290184921763869,0.9470870627956459,0.9734654095556352,0.9645092460881936,0.9645092460881936,0.9554882874504246,0.9476097712345062,0.9372286827846255,0.9279778393351801,0.9647247085304307,0.9463967611336033,0.9734654095556352
f1_train,0.9845674636849201,1.0,0.5022773640652202,1.0,1.0,1.0,0.9426415027088679,1.0,1.0,0.9735944528843937,0.9691548289109265,0.9690298207539587,1.0,0.9554153473645,0.9302076585730045,1.0,0.9556269849992011,0.9758096879898408
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.2,,,,,,,0.5,,,,,constant,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,hinge
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,ovr,,,,,,,
n_estimators,50,20.0,,,,40,,,,,,,,,,45,,
n_neighbors,,,,,,,,,,6,,,,,,,,
oob_score,,,,,,,,,,,,,,,,0,,
p,,,,,,,,,,3,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,l1
solver,,,,,,,,,,,,liblinear,lbfgs,,,,,
splitter,,,,random,best,,,,,,,,,,,,,
test,0.956140350877193,0.9298245614035088,0.6403508771929824,0.9385964912280702,0.9298245614035088,0.9649122807017544,0.9298245614035088,0.9473684210526315,0.9736842105263158,0.9649122807017544,0.9649122807017544,0.956140350877193,0.9473684210526315,0.9385964912280702,0.9298245614035088,0.9649122807017544,0.9473684210526315,0.9736842105263158
tol,,,,,,,,1.4285714285714286e-06,1e-08,,0.0001,0.0001,,,2e-05,,0.0001,0.0001
tr_time,0.30831899999999735,0.05455099999998936,0.2542190000000062,0.14340900000000545,0.11766199999999571,0.07041399999999953,0.11393299999998874,0.17182999999999993,1.3891420000000068,0.053696000000002186,0.48369800000000396,0.30295300000000225,3.212253000000004,0.00926299999999003,0.39155700000000593,0.10710100000000011,0.4095519999999908,0.8632439999999946
train,0.9846153846153847,1.0,0.6351648351648351,1.0,1.0,1.0,0.9428571428571428,1.0,1.0,0.9736263736263736,0.9692307692307692,0.9692307692307692,1.0,0.9560439560439561,0.9318681318681319,1.0,0.9560439560439561,0.9758241758241758
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,1,1,,
weights,,,,,,,,,,uniform,,,,,,,,
