,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.2,1.3,,,,,,
activation,,,,,,,,,,,,,logistic,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,3.3333333333333333e-06,,,,0.5,0.0009
bootstrap_features,,0.0,,,,,,,,,,,,,,,,
criterion,,,,gini,gini,gini,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.9333333333333333,0.9665831244778613,0.16666666666666666,0.8997493734335841,0.8692185007974482,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.861111111111111,0.9333333333333333,0.8997493734335841,0.9333333333333333,0.9333333333333333,0.7618679050567595,0.9665831244778613
f1_train,0.974996093139553,1.0,0.2775086233385778,1.0,1.0,1.0,0.9583268218992551,1.0,1.0,0.9666458203043571,0.9666458203043571,0.8994343180389691,1.0,0.9416575506589572,0.8902779975734556,0.9916653643798511,0.8740355849472524,0.9749647942419026
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.3,,,,,,,0.1,,,,,invscaling,,,,,
loss,,,,,,,,deviance,,,,,,,squared_hinge,,,squared_hinge
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,crammer_singer,,,,,,,
n_estimators,70,5.0,,,,30,,,,,,,,,,5,,
n_neighbors,,,,,,,,,,5,,,,,,,,
oob_score,,,,,,,,,,,,,,,,1,,
p,,,,,,,,,,2,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,elasticnet
solver,,,,,,,,,,,,newton-cg,lbfgs,,,,,
splitter,,,,best,random,,,,,,,,,,,,,
test,0.9333333333333333,0.9666666666666667,0.3333333333333333,0.9,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.9,0.9333333333333333,0.9333333333333333,0.7666666666666667,0.9666666666666667
tol,,,,,,,,1e-05,1e-08,,0.0001,0.0001,,,5e-05,,0.0001,0.0001
tr_time,0.25703300000000007,0.028590000000000115,0.014598000000000333,0.008446999999999871,0.009240999999999833,0.05079000000000011,0.014905000000000168,0.2619500000000001,1.081344,0.04256200000000021,0.08296799999999971,0.4015599999999999,0.36174700000000026,0.008488000000000273,0.07211400000000001,0.067002,0.05019000000000018,0.5289350000000002
train,0.975,1.0,0.39166666666666666,1.0,1.0,1.0,0.9583333333333334,1.0,1.0,0.9666666666666667,0.9666666666666667,0.9,1.0,0.9416666666666667,0.8916666666666667,0.9916666666666667,0.875,0.975
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,0,,,,,,,,,0,1,,
weights,,,,,,,,,,uniform,,,,,,,,
