,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.3,1.3,,,,,,
activation,,,,,,,,,,,,,tanh,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,1e-05,,,,1.1,0.0011
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,gini,entropy,gini,,friedman_mse,,,,,,,,entropy,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.7629398358468046,0.9467286763458811,0.018181818181818184,0.8478395656606941,0.6927049436634661,0.9804965463145966,0.9451292252591988,0.9694399907193335,0.9805138105659844,0.97505366621989,0.9638539270511703,0.9639157703222916,0.9612105573032059,0.9424132381868993,0.9476774545078649,0.9663343924071512,0.9384898273706141,0.9468640054033121
f1_train,0.7831764724169865,1.0,0.055857123286005235,1.0,1.0,1.0,0.9529313138135033,1.0,1.0,1.0,0.9783865561721083,0.9679773096431,1.0,0.9433368974001163,0.9561420950486731,1.0,0.9423748599739341,0.9699804098036302
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.9,,,,,,,0.2,,,,,constant,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,modified_huber
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,ovr,,,,,,,
n_estimators,80,40.0,,,,45,,,,,,,,,,45,,
n_neighbors,,,,,,,,,,5,,,,,,,,
oob_score,,,,,,,,,,,,,,,,0,,
p,,,,,,,,,,1,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,elasticnet
solver,,,,,,,,,,,,newton-cg,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.7638888888888888,0.9472222222222222,0.1,0.8472222222222222,0.6916666666666667,0.9805555555555555,0.9444444444444444,0.9694444444444444,0.9805555555555555,0.975,0.9638888888888889,0.9638888888888889,0.9611111111111111,0.9416666666666667,0.9472222222222222,0.9666666666666667,0.9388888888888889,0.9472222222222222
tol,,,,,,,,2.5e-06,1e-08,,0.0001,0.0001,,,5e-05,,0.0001,2e-05
tr_time,0.9505779999999999,0.7240990000000003,0.28193100000000015,0.28117000000000125,0.029323999999999018,0.11150400000000005,0.3031980000000001,2.6359510000000004,14.837774,0.0879689999999993,0.5838380000000001,3.558401,3.887055,0.00959600000000016,0.5260100000000012,0.5737630000000005,0.14919500000000063,0.9214760000000002
train,0.7863604732080723,1.0,0.12038970076548365,1.0,1.0,1.0,0.9526791927627001,1.0,1.0,1.0,0.9784272790535838,0.9679888656924147,1.0,0.942936673625609,0.9554627696590118,1.0,0.942936673625609,0.9700765483646486
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,1,1,,
weights,,,,,,,,,,distance,,,,,,,,
