,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.1,1.4,,,,,,
activation,,,,,,,,,,,,,logistic,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,5e-06,,,,1.2,0.0009
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,gini,entropy,gini,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.9665831244778613,0.9665831244778613,0.16666666666666666,0.8976982097186702,0.8020460358056266,1.0,1.0,0.9665831244778613,0.9665831244778613,0.9665831244778613,0.8653198653198653,0.8329156223893065,0.9665831244778613,0.8997493734335841,0.8703703703703703,0.9326599326599326,0.7660818713450293,0.9665831244778613
f1_train,0.9916653643798509,0.9916653643798511,0.21636300794943958,1.0,1.0,1.0,0.9749960931395532,1.0,1.0,0.9749647942419026,0.9416575506589572,0.9249882794186592,1.0,0.9331662489557228,0.8455317711256751,1.0,0.8745098039215686,0.9340434419381789
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.3,,,,,,,0.1,,,,,constant,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,squared_hinge
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,ovr,,,,,,,
n_estimators,40,5.0,,,,15,,,,,,,,,,15,,
n_neighbors,,,,,,,,,,3,,,,,,,,
oob_score,,,,,,,,,,,,,,,,0,,
p,,,,,,,,,,2,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,l2
solver,,,,,,,,,,,,liblinear,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.9666666666666667,0.9666666666666667,0.3333333333333333,0.9,0.8,1.0,1.0,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.8666666666666667,0.8333333333333334,0.9666666666666667,0.9,0.8666666666666667,0.9333333333333333,0.7666666666666667,0.9666666666666667
tol,,,,,,,,1.6666666666666667e-06,1e-08,,0.0001,0.0001,,,1.1111111111111112e-05,,0.0001,0.0001
tr_time,0.258529,0.028496000000000077,0.01607100000000017,0.011579999999999924,0.010765999999999831,0.04923199999999994,0.01585399999999959,0.26072399999999973,0.7273780000000007,0.06257800000000024,0.0744119999999997,0.3568500000000001,0.311245,0.0061629999999999185,0.061570000000000125,0.0850449999999996,0.0569740000000003,0.561715
train,0.9916666666666667,0.9916666666666667,0.35833333333333334,1.0,1.0,1.0,0.975,1.0,1.0,0.975,0.9416666666666667,0.925,1.0,0.9333333333333333,0.8416666666666667,1.0,0.875,0.9333333333333333
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,1,1,,
weights,,,,,,,,,,uniform,,,,,,,,
