,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.4,1.4,,,,,,
activation,,,,,,,,,,,,,logistic,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,1e-05,,,,0.6,0.0008
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,gini,gini,gini,,friedman_mse,,,,,,,,entropy,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.7937587929783496,0.938359365900061,0.01915757066890568,0.8495283992125263,0.8344945796833401,0.9608722820395176,0.8923608507308457,0.9097447999177588,0.9387034991348768,0.9665635036676269,0.9188670319730837,0.9128388736351698,0.9582391628107592,0.8720017764542694,0.8900441519630083,0.9293754792414884,0.890786060517772,0.9092283204501418
f1_train,0.852660155479154,1.0,0.039356286916978664,1.0,1.0,1.0,0.9111393278077957,1.0,1.0,1.0,0.9475767148636253,0.9302011002586114,1.0,0.8966572876803852,0.935860716854399,1.0,0.9068486960613611,0.9430556451676985
l2_regularization,,,,,,,,,0.1,,,,,,,,,
learning_rate,0.8,,,,,,,0.2,,,,,invscaling,,,,,
loss,,,,,,,,deviance,,,,,,,squared_hinge,,,hinge
metric,,,,,,,,,,,,,,cosine,,,,
multi_class,,,,,,,,,,,crammer_singer,,,,,,,
n_estimators,90,40.0,,,,40,,,,,,,,,,45,,
n_neighbors,,,,,,,,,,7,,,,,,,,
oob_score,,,,,,,,,,,,,,,,1,,
p,,,,,,,,,,2,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,l1
solver,,,,,,,,,,,,liblinear,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.7916666666666666,0.9388888888888889,0.10277777777777777,0.85,0.8333333333333334,0.9611111111111111,0.8916666666666667,0.9111111111111111,0.9388888888888889,0.9666666666666667,0.9194444444444444,0.9138888888888889,0.9583333333333334,0.8722222222222222,0.8944444444444445,0.9305555555555556,0.8916666666666667,0.9111111111111111
tol,,,,,,,,3.3333333333333333e-06,1e-08,,0.0001,0.0001,,,5e-05,,0.0001,1.1111111111111112e-05
tr_time,0.7839,0.3820969999999999,0.02412300000000034,0.028724000000000416,0.014466999999999786,0.09356299999999962,0.01765099999999986,1.8365080000000003,9.167998999999998,0.07458800000000032,0.6158930000000016,1.3139119999999993,5.185179000000001,0.009354000000000084,0.20255000000000045,0.41948200000000035,0.061806999999999945,0.8121910000000003
train,0.8503827418232429,1.0,0.11203897007654837,1.0,1.0,1.0,0.9102296450939458,1.0,1.0,1.0,0.9478079331941545,0.930410577592206,1.0,0.8970076548364648,0.9373695198329853,1.0,0.9081419624217119,0.9436325678496869
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,0,1,,
weights,,,,,,,,,,distance,,,,,,,,
