,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.2,1.3,,,,,,
activation,,,,,,,,,,,,,tanh,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,2.5e-06,,,,0.7,0.0008
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,gini,entropy,entropy,,friedman_mse,,,,,,,,entropy,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.7978906624667941,0.929829532573613,0.01915757066890568,0.8443878895582538,0.8677430800286148,0.9615738691407706,0.8869133758877772,0.9334149875716407,0.9307633991080989,0.9670535838062368,0.8728664694863629,0.8400712027110787,0.9361949571336533,0.7906454706922172,0.7942770822308154,0.9389091589798226,0.7662611272967855,0.8574122667904424
f1_train,0.8090812720251811,1.0,0.028461333525545585,1.0,1.0,1.0,0.8852038863320939,1.0,1.0,1.0,0.8939287153005876,0.8628889763810221,1.0,0.8264680750862331,0.7970576185329667,1.0,0.7845140868468959,0.876753166373135
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.6,,,,,,,0.2,,,,,constant,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,hinge
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,crammer_singer,,,,,,,
n_estimators,90,40.0,,,,30,,,,,,,,,,45,,
n_neighbors,,,,,,,,,,3,,,,,,,,
oob_score,,,,,,,,,,,,,,,,1,,
p,,,,,,,,,,2,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,l1
solver,,,,,,,,,,,,newton-cg,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.7916666666666666,0.9305555555555556,0.10277777777777777,0.8416666666666667,0.8666666666666667,0.9611111111111111,0.8861111111111111,0.9333333333333333,0.9305555555555556,0.9666666666666667,0.875,0.8444444444444444,0.9361111111111111,0.7888888888888889,0.7888888888888889,0.9388888888888889,0.7888888888888889,0.8583333333333333
tol,,,,,,,,1.6666666666666667e-06,1e-08,,0.0001,0.0001,,,3.3333333333333335e-05,,0.0001,2e-05
tr_time,0.40711799999996856,0.21467099999995298,0.018170999999995274,0.019921999999951367,0.01675399999999172,0.11681799999996656,0.018115000000022974,1.45742800000005,12.079531000000031,0.08392400000002453,0.5565530000000081,1.2160030000000006,7.1764499999999884,0.010176000000001295,0.23338999999998578,0.26169900000002144,0.10142799999999852,0.7801410000000146
train,0.8016701461377871,1.0,0.10647181628392484,1.0,1.0,1.0,0.8858733472512178,1.0,1.0,1.0,0.894919972164231,0.8649965205288797,1.0,0.826026443980515,0.7974947807933194,1.0,0.7995824634655533,0.8782185107863605
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,1,1,,
weights,,,,,,,,,,distance,,,,,,,,
