,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.2,1.3,,,,,,
activation,,,,,,,,,,,,,logistic,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.9,,,,,,,,,,5e-06,,,,0.5,0.0008
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,gini,entropy,gini,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,True,,,
f1_test,0.9294494170608614,0.9467638691322903,0.5041605991262741,0.9208492773270942,0.8850167747410855,0.9467638691322903,0.9380859556298152,0.9294494170608614,0.9384383268099622,0.9380859556298152,0.9467638691322903,0.9376836024305945,0.9554882874504246,0.9463967611336033,0.9467638691322903,0.9376836024305945,0.9554882874504246,0.9467638691322903
f1_train,1.0,1.0,0.49739907232789643,1.0,1.0,1.0,0.9516483516483516,1.0,1.0,0.9757798557960131,0.9801581675948969,0.9712214031985518,1.0,0.9467523819990412,0.9801835183785562,1.0,0.9509568821009499,0.9689851260130365
l2_regularization,,,,,,,,,0.1,,,,,,,,,
learning_rate,0.9,,,,,,,0.4,,,,,invscaling,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,hinge
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,ovr,,,,,,,
n_estimators,50,35.0,,,,30,,,,,,,,,,40,,
n_neighbors,,,,,,,,,,6,,,,,,,,
oob_score,,,,,,,,,,,,,,,,1,,
p,,,,,,,,,,2,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,elasticnet
solver,,,,,,,,,,,,newton-cg,lbfgs,,,,,
splitter,,,,best,random,,,,,,,,,,,,,
test,0.9298245614035088,0.9473684210526315,0.631578947368421,0.9210526315789473,0.8859649122807017,0.9473684210526315,0.9385964912280702,0.9298245614035088,0.9385964912280702,0.9385964912280702,0.9473684210526315,0.9385964912280702,0.956140350877193,0.9473684210526315,0.9473684210526315,0.9385964912280702,0.956140350877193,0.9473684210526315
tol,,,,,,,,3.3333333333333333e-06,1e-08,,0.0001,0.0001,,,2.5e-05,,0.0001,1.1111111111111112e-05
tr_time,0.35998499999999467,0.0882880000000057,0.21844600000000014,0.12973500000001081,0.04409600000002456,0.06716399999999112,0.04307699999998249,0.19066899999998554,1.3968450000000132,0.06179500000001781,0.4010550000000137,0.7036010000000203,4.5463869999999815,0.009234999999989668,0.2031690000000026,0.10004000000000701,0.16000599999998144,0.6773050000000183
train,1.0,1.0,0.6329670329670329,1.0,1.0,1.0,0.9516483516483516,1.0,1.0,0.9758241758241758,0.9802197802197802,0.9714285714285714,1.0,0.9472527472527472,0.9802197802197802,1.0,0.9516483516483516,0.9692307692307692
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,1,0,,
weights,,,,,,,,,,uniform,,,,,,,,
