,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,0.5,1.2,,,,,,
activation,,,,,,,,,,,,,tanh,,,,,
algorithm,SAMME.R,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.8,,,,,,,,,,1.1111111111111112e-06,,,,0.5,0.0008
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,entropy,gini,gini,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,True,,,
f1_test,0.972097284690988,0.9176023391812866,0.19444444444444445,0.9441923774954629,0.8055555555555556,0.9722633744855967,1.0,0.9173724541238154,0.972097284690988,1.0,0.9722633744855967,1.0,0.9435246235246235,1.0,0.9448329448329448,0.972097284690988,1.0,1.0
f1_train,0.9859154929577465,1.0,0.244837322302111,1.0,1.0,1.0,0.971920729775957,1.0,1.0,0.9719406180673786,0.9929723149840312,0.9788242498469074,1.0,0.9859154929577465,0.9789888836956051,1.0,0.9859154929577465,0.9929723149840312
l2_regularization,,,,,,,,,0.1,,,,,,,,,
learning_rate,0.4,,,,,,,0.6,,,,,invscaling,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,hinge
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,crammer_singer,,,,,,,
n_estimators,20,35.0,,,,15,,,,,,,,,,35,,
n_neighbors,,,,,,,,,,7,,,,,,,,
oob_score,,,,,,,,,,,,,,,,1,,
p,,,,,,,,,,2,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,l2
solver,,,,,,,,,,,,newton-cg,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.9722222222222222,0.9166666666666666,0.3333333333333333,0.9444444444444444,0.8055555555555556,0.9722222222222222,1.0,0.9166666666666666,0.9722222222222222,1.0,0.9722222222222222,1.0,0.9444444444444444,1.0,0.9444444444444444,0.9722222222222222,1.0,1.0
tol,,,,,,,,2.5e-06,1e-08,,0.0001,0.0001,,,2e-05,,0.0001,1.25e-05
tr_time,0.24795800000000012,0.0438409999999998,0.017104999999999926,0.010170999999999708,0.010399999999999743,0.05121399999999987,0.015614000000000239,0.23504499999999995,2333.172773,0.044408000000000225,0.08146500000000012,0.36719999999999997,0.300014,0.007204999999999906,0.08759799999999984,0.0828199999999999,0.05742199999999986,0.5529549999999999
train,0.9859154929577465,1.0,0.4084507042253521,1.0,1.0,1.0,0.971830985915493,1.0,1.0,0.971830985915493,0.9929577464788732,0.9788732394366197,1.0,0.9859154929577465,0.9788732394366197,1.0,0.9859154929577465,0.9929577464788732
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,0,,,,,,,,,0,1,,
weights,,,,,,,,,,uniform,,,,,,,,
