,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.4,1.4,,,,,,
activation,,,,,,,,,,,,,tanh,,,,,
algorithm,SAMME.R,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.2,,,,,,,,,,2.5e-06,,,,0.5,0.0008
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,entropy,entropy,entropy,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.7593616713427349,0.9336215689817327,0.6611003509966515,0.8610599603907676,0.8294281731032099,0.9422602165734301,0.7965550167714273,0.9301104355945687,0.948145931969257,0.9344796492940859,0.8478890957059503,0.8268577946795254,0.939663970311009,0.7524983414875236,0.7365402068974765,0.9359812979993811,0.757279695342265,0.8274531072901492
f1_train,0.7634652814687202,0.999982142747769,0.6595864202153763,1.0,1.0,1.0,0.7995330387541647,0.9733766624353383,0.9956078069795293,1.0,0.8499518120348848,0.8287149061711314,0.9488579513603533,0.7542755036047806,0.738717007183824,0.9999821428932085,0.7625208163747702,0.829098756415282
l2_regularization,,,,,,,,,0.1,,,,,,,,,
learning_rate,0.3,,,,,,,0.4,,,,,constant,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,log
metric,,,,,,,,,,,,,,cosine,,,,
multi_class,,,,,,,,,,,crammer_singer,,,,,,,
n_estimators,90,45.0,,,,45,,,,,,,,,,45,,
n_neighbors,,,,,,,,,,6,,,,,,,,
oob_score,,,,,,,,,,,,,,,,1,,
p,,,,,,,,,,1,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,none
solver,,,,,,,,,,,,sag,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.7582857142857143,0.9337142857142857,0.6653571428571429,0.8609285714285714,0.8292857142857143,0.9422857142857143,0.7972857142857143,0.9301428571428572,0.9481428571428572,0.9346428571428571,0.8483571428571428,0.8285,0.9397142857142857,0.7527142857142857,0.7465714285714286,0.936,0.764,0.829
tol,,,,,,,,5e-06,1e-08,,1.4285714285714285e-05,3.3333333333333335e-05,,,5e-05,,0.0001,0.0001
tr_time,11.922849000000014,21.071067,0.382803000000024,2.3156770000000506,0.7247990000000755,2.2594799999999964,0.2941589999999792,66.71504700000003,31.265301000000022,2.1404449999999997,4.970275000000015,5.78633099999999,321.86303699999996,0.16792999999995573,1.0796149999999898,6.259005999999999,0.6455629999999815,6.080804999999998
train,0.7625178571428571,0.9999821428571428,0.6636607142857143,1.0,1.0,1.0,0.8004285714285714,0.9733928571428572,0.9956071428571428,1.0,0.8505892857142857,0.8306071428571429,0.948875,0.7549642857142858,0.7485892857142857,0.9999821428571428,0.7693035714285714,0.8308392857142857
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,0,0,,
weights,,,,,,,,,,distance,,,,,,,,
