,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.3,0.9,,,,,,
activation,,,,,,,,,,,,,logistic,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.3,,,,,,,,,,1e-05,,,,0.7,0.0011
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,gini,entropy,gini,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.7822988862895072,0.9607419337433438,0.01826001128031585,0.8200069290137277,0.8748402442025295,0.9805920429401039,0.9472631383436864,0.9585149098548674,0.9639099083062957,0.9830398437440693,0.9460780471071869,0.949114684684239,0.9555133161857067,0.9218385419587858,0.9361335625392541,0.9581199861265631,0.9261900653333157,0.9439844595900464
f1_train,0.8197740070551871,1.0,0.035357463057168956,1.0,1.0,1.0,0.9420833650401516,1.0,1.0,1.0,0.9539089150556468,0.9395037245443025,1.0,0.9162290134530989,0.946500970701867,1.0,0.9243640807910521,0.9485636799959826
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.8,,,,,,,0.3,,,,,invscaling,,,,,
loss,,,,,,,,deviance,,,,,,,squared_hinge,,,modified_huber
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,crammer_singer,,,,,,,
n_estimators,90,35.0,,,,45,,,,,,,,,,45,,
n_neighbors,,,,,,,,,,4,,,,,,,,
oob_score,,,,,,,,,,,,,,,,1,,
p,,,,,,,,,,1,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,elasticnet
solver,,,,,,,,,,,,newton-cg,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.7833333333333333,0.9611111111111111,0.09722222222222222,0.8194444444444444,0.875,0.9805555555555555,0.9472222222222222,0.9583333333333334,0.9638888888888889,0.9833333333333333,0.9472222222222222,0.95,0.9555555555555556,0.9222222222222223,0.9361111111111111,0.9583333333333334,0.9277777777777778,0.9444444444444444
tol,,,,,,,,1e-05,1e-08,,0.0001,0.0001,,,1.1111111111111112e-05,,0.0001,1.25e-05
tr_time,0.789013,0.3430679999999997,0.02505799999999958,0.03002099999999963,0.025464000000001263,0.09994900000000007,0.018505000000000216,1.4190159999999992,12.459189,0.07176999999999989,0.6053180000000005,2.991649,3.990887,0.01054000000000066,0.22766600000000015,0.21311299999999989,0.09174500000000041,0.8960559999999997
train,0.8176757132915797,1.0,0.10995128740431455,1.0,1.0,1.0,0.941544885177453,1.0,1.0,1.0,0.954070981210856,0.9394572025052192,1.0,0.9151009046624913,0.9464161447459986,1.0,0.9248434237995825,0.9485038274182325
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,1,1,,
weights,,,,,,,,,,distance,,,,,,,,
