,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,0.8,1.4,,,,,,
activation,,,,,,,,,,,,,relu,,,,,
algorithm,SAMME.R,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,5e-06,,,,0.5,0.0009
bootstrap_features,,0.0,,,,,,,,,,,,,,,,
criterion,,,,entropy,entropy,entropy,,friedman_mse,,,,,,,,entropy,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.9106612685560054,0.9198789174107642,0.48896434634974534,0.7758167242308058,0.8596491228070176,0.9099722991689752,0.8749257759784075,0.9376836024305945,0.9013593586615545,0.8186880604058517,0.9645092460881936,0.9463967611336033,0.9824561403508771,0.9294494170608614,0.8398315711407005,0.8927935222672064,0.9734654095556352,0.9463967611336033
f1_train,1.0,1.0,0.5617535990979974,1.0,1.0,1.0,0.8719170184527774,1.0,1.0,0.9281610251509916,0.9690298207539587,0.9532246469237726,0.9890044036317457,0.8822718675880562,0.8398325812118915,1.0,0.9645015879993609,0.9577475335567329
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.7,,,,,,,0.8,,,,,invscaling,,,,,
loss,,,,,,,,deviance,,,,,,,squared_hinge,,,squared_hinge
metric,,,,,,,,,,,,,,cosine,,,,
multi_class,,,,,,,,,,,ovr,,,,,,,
n_estimators,70,40.0,,,,40,,,,,,,,,,45,,
n_neighbors,,,,,,,,,,4,,,,,,,,
oob_score,,,,,,,,,,,,,,,,1,,
p,,,,,,,,,,2,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,l1
solver,,,,,,,,,,,,sag,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.9122807017543859,0.9210526315789473,0.631578947368421,0.7807017543859649,0.8596491228070176,0.9122807017543859,0.8771929824561403,0.9385964912280702,0.9035087719298246,0.8333333333333334,0.9649122807017544,0.9473684210526315,0.9824561403508771,0.9298245614035088,0.8508771929824561,0.8947368421052632,0.9736842105263158,0.9473684210526315
tol,,,,,,,,5e-06,1e-08,,0.0001,0.0001,,,0.0001,,0.0001,1.6666666666666667e-05
tr_time,0.3591510000000002,0.2063489999999999,0.323715,0.30444799999999894,0.011244000000001364,0.07518500000000028,0.055600000000000094,0.23754799999999854,1.2136530000000008,0.049447999999999936,0.5146860000000011,0.3233570000000001,2.495806000000001,0.008294999999999497,0.36576600000000026,0.1412239999999998,0.3301999999999996,0.8851120000000003
train,1.0,1.0,0.6637362637362637,1.0,1.0,1.0,0.8747252747252747,1.0,1.0,0.9296703296703297,0.9692307692307692,0.9538461538461539,0.989010989010989,0.8813186813186813,0.8505494505494505,1.0,0.9648351648351648,0.9582417582417583
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,1,1,,
weights,,,,,,,,,,uniform,,,,,,,,
