,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,0.9,0.9,,,,,,
activation,,,,,,,,,,,,,tanh,,,,,
algorithm,SAMME.R,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.8,,,,,,,,,,5e-06,,,,0.5,0.0009
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,entropy,gini,entropy,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,True,,,
f1_test,0.8882029119720122,0.9437710437710438,0.19858156028368792,0.8085858585858586,0.8351385710653445,1.0,0.9437710437710438,0.9441923774954629,0.9719701552732407,0.9444444444444444,0.9722633744855967,0.9444444444444444,0.9449614374099501,0.887738670347366,0.9722633744855967,0.9719701552732407,1.0,1.0
f1_train,0.9720230473751601,1.0,0.22995257980041048,1.0,1.0,1.0,0.9789272333392596,1.0,1.0,0.9719406180673786,0.9929723149840312,0.9859154929577465,1.0,0.9788053777675719,0.9929723149840312,1.0,0.9929723149840312,0.9929723149840312
l2_regularization,,,,,,,,,0.1,,,,,,,,,
learning_rate,0.6,,,,,,,0.9,,,,,adaptive,,,,,
loss,,,,,,,,deviance,,,,,,,squared_hinge,,,modified_huber
metric,,,,,,,,,,,,,,cosine,,,,
multi_class,,,,,,,,,,,crammer_singer,,,,,,,
n_estimators,40,35.0,,,,30,,,,,,,,,,25,,
n_neighbors,,,,,,,,,,6,,,,,,,,
oob_score,,,,,,,,,,,,,,,,0,,
p,,,,,,,,,,1,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,none
solver,,,,,,,,,,,,liblinear,lbfgs,,,,,
splitter,,,,random,best,,,,,,,,,,,,,
test,0.8888888888888888,0.9444444444444444,0.3333333333333333,0.8055555555555556,0.8333333333333334,1.0,0.9444444444444444,0.9444444444444444,0.9722222222222222,0.9444444444444444,0.9722222222222222,0.9444444444444444,0.9444444444444444,0.8888888888888888,0.9722222222222222,0.9722222222222222,1.0,1.0
tol,,,,,,,,5e-06,1e-08,,0.0001,0.0001,,,0.0001,,0.0001,1.4285714285714285e-05
tr_time,0.259231,0.04463000000000017,0.015986999999999973,0.011877999999999833,0.009579000000000004,0.0600900000000002,0.013501999999999903,0.2463090000000001,2294.972995,0.05726500000000012,0.09431100000000026,0.34000200000000014,0.28481200000000007,0.007438000000000056,0.06135299999999999,0.09127799999999997,0.04413800000000023,0.5676180000000004
train,0.971830985915493,1.0,0.4014084507042254,1.0,1.0,1.0,0.9788732394366197,1.0,1.0,0.971830985915493,0.9929577464788732,0.9859154929577465,1.0,0.9788732394366197,0.9929577464788732,1.0,0.9929577464788732,0.9929577464788732
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,0,,,,,,,,,1,0,,
weights,,,,,,,,,,uniform,,,,,,,,
