,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.4,1.4,,,,,,
activation,,,,,,,,,,,,,relu,,,,,
algorithm,SAMME.R,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.2,,,,,,,,,,1.1111111111111112e-06,,,,0.8,0.0008
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,gini,gini,gini,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.8076123112023171,0.9304479976317594,0.022904342167994623,0.7916739016236124,0.7404762455941067,0.9423258161722183,0.8893018159205084,0.9431785891289084,0.9638089423405662,0.9648549430765073,0.9106501267704203,0.8952209524185494,0.9528911648180927,0.841442124253155,0.8741244543490609,0.9218123498081746,0.846801929957631,0.8925634599496924
f1_train,0.8081397588231028,1.0,0.02431618532736706,1.0,1.0,1.0,0.8953330280231747,0.9883532086376342,1.0,1.0,0.9153423943283014,0.8984641410109706,0.9579994185436377,0.8428874677932217,0.878946354519934,1.0,0.8459339893373073,0.8973897143393483
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.6,,,,,,,0.3,,,,,constant,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,hinge
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,crammer_singer,,,,,,,
n_estimators,90,40.0,,,,45,,,,,,,,,,45,,
n_neighbors,,,,,,,,,,4,,,,,,,,
oob_score,,,,,,,,,,,,,,,,0,,
p,,,,,,,,,,2,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,none
solver,,,,,,,,,,,,saga,adam,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.8055,0.9305714285714286,0.1125,0.7919285714285714,0.7405714285714285,0.9424285714285714,0.8883571428571428,0.9432142857142857,0.9637857142857142,0.9649285714285715,0.911,0.8957857142857143,0.9528571428571428,0.8409285714285715,0.873,0.9219285714285714,0.8485,0.893
tol,,,,,,,,2e-06,1e-08,,3.3333333333333335e-05,3.3333333333333335e-05,,,2.5e-05,,0.0001,1.4285714285714285e-05
tr_time,42.047991999999994,216.789263,0.39023000000003094,10.329999999999927,1.2518479999998817,5.147361999999987,0.34881099999995513,330.5557799999999,61.37598500000013,2.9176049999999805,28.513750999999957,30.96749299999999,185.38384599999995,0.21937000000002627,2.9059910000000286,30.927337000000023,0.7461749999999938,19.10286100000002
train,0.8059285714285714,1.0,0.11330357142857143,1.0,1.0,1.0,0.894375,0.9883571428571428,1.0,1.0,0.9156785714285715,0.899,0.9579821428571429,0.8423035714285714,0.8779107142857143,1.0,0.8479821428571429,0.89775
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,0,,,,,,,,,1,0,,
weights,,,,,,,,,,distance,,,,,,,,
