,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,0.5,0.8,,,,,,
activation,,,,,,,,,,,,,relu,,,,,
algorithm,SAMME.R,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.1,,,,,,,,,,5e-06,,,,1.2,0.0011
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,gini,gini,gini,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,True,,,
f1_test,0.9557756825927252,0.9467638691322903,0.8344338469063342,0.9215739274819476,0.8486601773314435,0.9467638691322903,0.9047548686426903,0.9470870627956459,0.9557756825927252,0.9192940207230902,0.9557756825927252,0.9376836024305945,0.9298245614035088,0.9384383268099622,0.9467638691322903,0.9823623542652152,0.9290184921763869,0.9647247085304307
f1_train,1.0,1.0,0.8972066194382056,1.0,1.0,1.0,0.9496968563208241,1.0,1.0,0.9532999055100733,0.9867806409618256,0.9779092796143699,1.0,0.9558780790068215,0.9867806409618256,1.0,0.9823512316027285,0.9911981509614647
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.9,,,,,,,0.2,,,,,invscaling,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,hinge
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,ovr,,,,,,,
n_estimators,50,25.0,,,,35,,,,,,,,,,35,,
n_neighbors,,,,,,,,,,7,,,,,,,,
oob_score,,,,,,,,,,,,,,,,0,,
p,,,,,,,,,,2,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,elasticnet
solver,,,,,,,,,,,,newton-cg,lbfgs,,,,,
splitter,,,,random,random,,,,,,,,,,,,,
test,0.956140350877193,0.9473684210526315,0.8333333333333334,0.9210526315789473,0.8508771929824561,0.9473684210526315,0.9035087719298246,0.9473684210526315,0.956140350877193,0.9210526315789473,0.956140350877193,0.9385964912280702,0.9298245614035088,0.9385964912280702,0.9473684210526315,0.9824561403508771,0.9298245614035088,0.9649122807017544
tol,,,,,,,,3.3333333333333333e-06,1e-08,,0.0001,0.0001,,,0.0001,,0.0001,1.4285714285714285e-05
tr_time,0.7473100000000006,0.2688459999999999,0.28309999999999924,0.17904100000000156,0.012077999999998923,0.07484900000000039,0.05058300000000138,0.5022839999999995,2.5880410000000005,0.06246900000000011,0.23697999999999908,0.43502499999999955,1.300014000000001,0.009148999999998964,0.1995710000000006,0.1559469999999994,0.19184100000000015,0.7311300000000003
train,1.0,1.0,0.8967032967032967,1.0,1.0,1.0,0.9494505494505494,1.0,1.0,0.9538461538461539,0.9868131868131869,0.978021978021978,1.0,0.9560439560439561,0.9868131868131869,1.0,0.9824175824175824,0.9912087912087912
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,0,0,,
weights,,,,,,,,,,uniform,,,,,,,,
