,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.0,1.2,,,,,,
activation,,,,,,,,,,,,,logistic,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.5,,,,,,,,,,1.4285714285714286e-06,,,,0.5,0.0008
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,entropy,gini,gini,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.8578884631758196,0.9171075837742504,0.19858156028368792,0.7788065843621399,0.7361111111111112,1.0,1.0,0.9719701552732407,0.8604786000421674,1.0,0.9444444444444444,0.9432098765432099,0.9723691945914168,0.9719701552732407,0.9444444444444444,0.9432098765432099,0.9719701552732407,0.9719701552732407
f1_train,0.9787099838228528,1.0,0.2593063821653635,1.0,1.0,1.0,0.9582891273827212,1.0,1.0,1.0,1.0,0.971525954218721,1.0,0.9789272333392596,0.9929505033943729,1.0,1.0,0.9858838186540533
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.8,,,,,,,0.7,,,,,constant,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,log
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,ovr,,,,,,,
n_estimators,70,35.0,,,,40,,,,,,,,,,45,,
n_neighbors,,,,,,,,,,6,,,,,,,,
oob_score,,,,,,,,,,,,,,,,1,,
p,,,,,,,,,,3,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,l2
solver,,,,,,,,,,,,liblinear,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.8611111111111112,0.9166666666666666,0.3333333333333333,0.7777777777777778,0.75,1.0,1.0,0.9722222222222222,0.8611111111111112,1.0,0.9444444444444444,0.9444444444444444,0.9722222222222222,0.9722222222222222,0.9444444444444444,0.9444444444444444,0.9722222222222222,0.9722222222222222
tol,,,,,,,,2e-06,1e-08,,0.0001,0.0001,,,2.5e-05,,0.0001,3.3333333333333335e-05
tr_time,0.27880499999999997,0.05122099999999996,0.016814999999999802,0.0163669999999998,0.015665999999999514,0.05915300000000023,0.017304999999999904,0.25480199999999975,3354.9942760000004,0.05099399999999976,0.10026600000000041,0.36817600000000006,0.2683070000000001,0.006721999999999895,0.062361999999999806,0.08748999999999985,0.044067999999999774,0.5501610000000001
train,0.9788732394366197,1.0,0.4154929577464789,1.0,1.0,1.0,0.9577464788732394,1.0,1.0,1.0,1.0,0.971830985915493,1.0,0.9788732394366197,0.9929577464788732,1.0,1.0,0.9859154929577465
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,0,0,,
weights,,,,,,,,,,distance,,,,,,,,
