,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,1.4,1.4,,,,,,
activation,,,,,,,,,,,,,tanh,,,,,
algorithm,SAMME.R,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.8,,,,,,,,,,2.5e-06,,,,1.0,0.0009
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,entropy,entropy,gini,,friedman_mse,,,,,,,,entropy,,
early_stopping,,,,,,,,,,,,,True,,True,,,
f1_test,0.7306850300630011,0.9432494565194992,0.02275426993707461,0.8630146903405269,0.8370367105771812,0.9519155616475029,0.8240387916177581,0.9332275198264178,0.957845494264326,0.9659432705959512,0.858121083845044,0.8314748567974919,0.9432293216185402,0.7855705972829404,0.7757784514164995,0.9443090143468091,0.7627133875290242,0.8364786066129134
f1_train,0.7357376159275333,0.9999821427815948,0.023235362175094528,1.0,1.0,1.0,0.8250763758201638,0.9695666617783191,0.9991248246329659,1.0,0.855206183523271,0.8301685958241573,0.9445607140825678,0.7874048790366015,0.7758358631124157,0.9999821428238902,0.7635825040515298,0.8345628113675009
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.3,,,,,,,0.3,,,,,adaptive,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,hinge
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,crammer_singer,,,,,,,
n_estimators,90,45.0,,,,45,,,,,,,,,,45,,
n_neighbors,,,,,,,,,,6,,,,,,,,
oob_score,,,,,,,,,,,,,,,,0,,
p,,,,,,,,,,2,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,none
solver,,,,,,,,,,,,liblinear,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.7297857142857143,0.9433571428571429,0.1125,0.8631428571428571,0.8371428571428572,0.952,0.824,0.9332857142857143,0.9578571428571429,0.966,0.8587142857142858,0.8330714285714286,0.9432857142857143,0.7855,0.7752142857142857,0.9444285714285714,0.7692857142857142,0.838
tol,,,,,,,,3.3333333333333333e-06,1e-08,,5e-05,0.0001,,,1.25e-05,,0.0001,1.25e-05
tr_time,14.742554999999996,36.227462,0.36103699999998184,3.5568900000000667,1.061920999999984,2.0127620000000093,0.3180279999999982,82.51649299999997,30.60670099999993,1.17118499999998,4.5633980000000065,6.4852889999999945,302.84260099999995,0.17099400000000742,6.093822000000003,25.940855999999997,0.6471310000000017,8.053433999999982
train,0.7345357142857143,0.9999821428571428,0.11276785714285714,1.0,1.0,1.0,0.8248035714285714,0.9695892857142857,0.999125,1.0,0.8558035714285714,0.8318571428571429,0.9445892857142857,0.7871964285714286,0.7751964285714286,0.9999821428571428,0.7702142857142857,0.8360357142857143
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,0,1,,
weights,,,,,,,,,,distance,,,,,,,,
