,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,0.8,1.2,,,,,,
activation,,,,,,,,,,,,,tanh,,,,,
algorithm,SAMME,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.7,,,,,,,,,,2.5e-06,,,,0.5,0.0008
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,gini,gini,entropy,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,False,,,
f1_test,0.7222222222222222,0.8602057613168724,0.2473429951690821,0.8867521367521367,0.749841872232764,0.9444444444444444,0.9449614374099501,0.8842916342916343,0.89006734006734,0.9448329448329448,0.9723691945914168,1.0,0.9170448445810765,0.9147474747474749,0.9171014492753624,0.915679012345679,0.9722633744855967,0.9723691945914168
f1_train,0.971883491067561,1.0,0.2449050362782757,1.0,1.0,1.0,0.9720607843022031,1.0,1.0,1.0,1.0,0.9858465799456572,1.0,0.9789169449520938,0.9859703090336893,1.0,1.0,1.0
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.9,,,,,,,0.9,,,,,adaptive,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,hinge
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,ovr,,,,,,,
n_estimators,70,40.0,,,,40,,,,,,,,,,45,,
n_neighbors,,,,,,,,,,4,,,,,,,,
oob_score,,,,,,,,,,,,,,,,1,,
p,,,,,,,,,,3,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,elasticnet
solver,,,,,,,,,,,,newton-cg,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.7222222222222222,0.8611111111111112,0.3611111111111111,0.8888888888888888,0.75,0.9444444444444444,0.9444444444444444,0.8888888888888888,0.8888888888888888,0.9444444444444444,0.9722222222222222,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9722222222222222,0.9722222222222222
tol,,,,,,,,1.25e-06,1e-08,,0.0001,0.0001,,,3.3333333333333335e-05,,0.0001,1.6666666666666667e-05
tr_time,0.2841419999999999,0.053983000000000114,0.01979799999999976,0.014845000000000219,0.009983999999999327,0.06603799999999982,0.016275999999999957,0.24404500000000073,3393.4577400000003,0.041479000000000266,0.08290499999999978,0.3959130000000002,0.27486200000000016,0.007509999999999906,0.055003000000000135,0.09264699999999992,0.05325100000000038,0.5127649999999999
train,0.971830985915493,1.0,0.4084507042253521,1.0,1.0,1.0,0.971830985915493,1.0,1.0,1.0,1.0,0.9859154929577465,1.0,0.9788732394366197,0.9859154929577465,1.0,1.0,1.0
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,0,,,,,,,,,1,1,,
weights,,,,,,,,,,distance,,,,,,,,
