,ada_boost,bagging,bernoulli,decision_tree,extra_tree,extra_trees,gaussian,gradient_boosting,hist_gradient_boosting,k_neighbors,linear_svc,logistic_regression,mlp,nearest_centroid,passive_aggressive,random_forest,ridge,sgd
C,,,,,,,,,,,0.5,1.0,,,,,,
activation,,,,,,,,,,,,,relu,,,,,
algorithm,SAMME.R,,,,,,,,,ball_tree,,,,,,,,
alpha,,,0.7,,,,,,,,,,1.6666666666666667e-06,,,,1.1,0.0009
bootstrap_features,,1.0,,,,,,,,,,,,,,,,
criterion,,,,entropy,gini,entropy,,friedman_mse,,,,,,,,gini,,
early_stopping,,,,,,,,,,,,,True,,True,,,
f1_test,0.9118117713260766,0.9384383268099622,0.8162289722661241,0.9032602278442263,0.8475553724769479,0.9376836024305945,0.9387429907553746,0.9380859556298152,0.9298245614035088,0.9285290148448043,0.9557756825927252,0.9285290148448043,0.9122807017543859,0.9467638691322903,0.9478127136021872,0.9290184921763869,0.9376836024305945,0.9376836024305945
f1_train,1.0,1.0,0.8073401178204477,1.0,1.0,1.0,0.9561441927289571,1.0,1.0,0.9623112448108121,0.9823512316027285,0.9756833964839224,1.0,0.9537023910547597,0.9477967691057984,1.0,0.9734541320748217,0.9801318640140131
l2_regularization,,,,,,,,,0.0,,,,,,,,,
learning_rate,0.5,,,,,,,0.3,,,,,constant,,,,,
loss,,,,,,,,deviance,,,,,,,hinge,,,log
metric,,,,,,,,,,,,,,euclidean,,,,
multi_class,,,,,,,,,,,ovr,,,,,,,
n_estimators,80,15.0,,,,45,,,,,,,,,,40,,
n_neighbors,,,,,,,,,,4,,,,,,,,
oob_score,,,,,,,,,,,,,,,,0,,
p,,,,,,,,,,3,,,,,,,,
penalty,,,,,,,,,,,l2,,,,,,,l2
solver,,,,,,,,,,,,liblinear,lbfgs,,,,,
splitter,,,,best,best,,,,,,,,,,,,,
test,0.9122807017543859,0.9385964912280702,0.8157894736842105,0.9035087719298246,0.8508771929824561,0.9385964912280702,0.9385964912280702,0.9385964912280702,0.9298245614035088,0.9298245614035088,0.956140350877193,0.9298245614035088,0.9122807017543859,0.9473684210526315,0.9473684210526315,0.9298245614035088,0.9385964912280702,0.9385964912280702
tol,,,,,,,,2e-06,1e-08,,0.0001,0.0001,,,0.0001,,0.0001,3.3333333333333335e-05
tr_time,0.4637120000000001,0.10668000000000077,0.13227300000000142,0.22697900000000004,0.010614999999999597,0.07645199999999974,0.03323100000000068,0.30752700000000033,1.8002450000000003,0.07379900000000106,0.35436799999999913,0.35693900000000056,0.8916610000000009,0.009043999999999386,0.13949000000000034,0.10530499999999954,0.1889340000000006,0.6540780000000002
train,1.0,1.0,0.8043956043956044,1.0,1.0,1.0,0.9560439560439561,1.0,1.0,0.9626373626373627,0.9824175824175824,0.9758241758241758,1.0,0.9538461538461539,0.9472527472527472,1.0,0.9736263736263736,0.9802197802197802
var_smoothing,,,,,,,1e-10,,,,,,,,,,,
warm_start,,,,,,1,,,,,,,,,0,0,,
weights,,,,,,,,,,uniform,,,,,,,,
